Publisher Name,Publisher Registry Id,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,Time lag
Pastoralist Girls Initiative,pgi_kenya,0,1,9,0,0,0,0,0,0,0,0,0,One year
People in Need,pin,0,0,1185,0,0,0,0,0,0,0,0,0,One year
Plan International Belgium,pib,0,0,0,0,0,24,0,0,0,0,0,0,One year
Plateforme des Acteurs de la Société Civile au BENIN,pascib_benin,0,0,0,0,1,0,0,0,0,0,0,0,One year
Private Infrastructure Development Group,pidg,0,0,0,0,0,200,0,0,0,0,0,0,One year
Quinoa,quinoa,1,1,0,1,5,8,0,0,0,0,0,0,One year
RCN Justice & Démocratie,rcn,0,1,3,3,0,34,0,0,0,0,0,0,One year
Raleigh International,raleigh_int,1,1,1,0,0,0,0,0,0,0,0,0,One year
Relief International UK,ri-uk,0,0,12,0,0,8,0,0,0,0,0,0,One year
Restless Development,restless,0,0,0,0,0,1,0,0,0,0,0,0,One year
Rikolto,rikolto,5,4,2,8,16,40,0,0,0,0,0,0,One year
Rikolto in Belgium,rikolto_belgium,0,0,0,0,1,4,0,0,0,0,0,0,One year
Rocky Mountain Institute,rmi,0,0,0,0,1,0,0,0,0,0,0,0,One year
Rode Kruis-Vlaanderen Internationaal vzw,rkiv,0,0,0,0,0,22,0,0,0,0,0,0,One year
Rotary Clubs For Development,rc4d,0,0,0,0,0,1,0,0,0,0,0,0,One year
Rutgers,rutgers,5,2,15,2,14,33,0,0,0,0,0,0,One year
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,0,0,0,0,0,3,0,0,0,0,0,0,One year
"SDSN Association, Inc.",sdsna,2,0,1,0,2,0,0,0,0,0,0,0,One year
SIHA Network,siharegional,0,0,0,0,0,5,0,0,0,0,0,0,One year
SOAS University of London,soas,2,3,1,5,0,0,0,0,0,0,0,0,One year
SOS FAIM - SOS HUNGER,sosfaim,0,0,0,0,0,62,0,0,0,0,0,0,One year
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,0,0,0,0,0,10,0,0,0,0,0,0,One year
Sabre Education Limited,sct,0,1,0,1,0,0,0,0,0,0,0,0,One year
Sana'a Center for Strategic Studies,scss,0,0,1,0,2,0,0,0,0,0,0,0,One year
Satellite Applications Catapult Ltd,satelliteapplicationscatapultltd,1,0,0,0,0,0,0,0,0,0,0,0,One year
Save the Children DK,redbarnet,2,0,1,0,0,0,0,0,0,0,0,0,One year
Secrétariat Permanent des Organisation non-gouvernementales du Burkina Faso (SPONG-BURKINA),spong-burkina,0,0,0,0,1,0,0,0,0,0,0,0,One year
Secrétariat de Concertation des Organisations Non Gouvernementales Maliennes,seco-ong-mali,0,0,0,0,1,0,0,0,0,0,0,0,One year
Shortlist Professionals Limited,shortlistogti,1,0,2,1,0,0,0,0,0,0,0,0,One year
Siren Associates,siren,0,0,5,5,0,0,0,0,0,0,0,0,One year
Social Accountability International,social_accountability_international,1,1,0,0,0,0,0,0,0,0,0,0,One year
Société Nationale des eaux du Bénin (SONEB),soneb-benin,1,0,1,2,3,1,0,0,0,0,0,0,One year
Solidagro,solidagro_admin,0,0,0,0,0,28,0,0,0,0,0,0,One year
Solidaridad South & South-East Asia,solidaridad-ssea,0,0,0,0,0,1,0,0,0,0,0,0,One year
Solidaridad West Africa,solidaridad-waf,0,0,0,0,0,2,0,0,0,0,0,0,One year
Solsoc,solsoc,0,0,0,0,0,36,0,0,0,0,0,0,One year
Sonke Gender Justice,sjg,4,0,1,0,1,8,0,0,0,0,0,0,One year
Sowt podcasting and training L.L.C,sowt,3,0,0,0,0,0,0,0,0,0,0,0,One year
Stichting ActionAId,aanl,0,0,2,3,0,0,0,0,0,0,0,0,One year
Stichting Agriterra,agriterra,0,0,0,1,0,5,0,0,0,0,0,0,One year
Stichting Beheer Subsidiegelden DRA,stichting-subsidiegelden-dra,0,0,0,0,2,2,0,0,0,0,0,0,One year
Stichting Health Action International,hai,0,1,0,0,0,1,0,0,0,0,0,0,One year
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,1,0,0,0,0,4,0,0,0,0,0,0,One year
Stichting Liliane Fonds,slf,0,0,0,0,0,6,0,0,0,0,0,0,One year
Stichting RNW Media,rnw_org,1,1,3,1,0,5,0,0,0,0,0,0,One year
Stichting Wings For Aid Foundation,wfaf,0,1,0,0,0,0,0,0,0,0,0,0,One year
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,13,12,13,14,4,1,0,0,0,0,0,0,One year
Stockholm International Water Institute,siwi,1,0,0,0,0,0,0,0,0,0,0,0,One year
Studio Globo,sg,0,0,0,0,0,2,0,0,0,0,0,0,One year
Survivors Fund (SURF),surf,0,0,0,2,0,0,0,0,0,0,0,0,One year
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,0,0,0,0,0,8646,0,0,0,0,0,0,One year
Syria Justice and Accountability Centre (SJAC),sjac,0,0,1,0,0,0,0,0,0,0,0,0,One year
Tanager,tan,4,4,4,4,0,0,0,0,0,0,0,0,One year
Tearfund VZW (TFBE),tfb_admin1,0,0,0,0,0,14,0,0,0,0,0,0,One year
TechnoServe,tns,0,0,2,0,0,2,0,0,0,0,0,0,One year
Terre des hommes- Aide à l'enfance dans le monde- Fondation,tdh_foundation,1,0,0,0,0,0,0,0,0,0,0,0,One year
The Centre for Economic Governance and Accountability in Africa  (CEGAA),cegaa,10,0,0,0,0,16,0,0,0,0,0,0,One year
The Commonwealth Secretariat,commonwealthsecretariat,716,1403,11,0,0,0,0,0,0,0,0,0,One year
The Faraday Institution,thefaradayinstitution,0,0,0,1,0,0,0,0,0,0,0,0,One year
The Fred Hollows Foundation (UK),fhfuk,1,0,0,0,0,0,0,0,0,0,0,0,One year
The Freedom Fund (US),tffus,3,0,3,0,0,0,0,0,0,0,0,0,One year
"The Global Development Incubator, Inc",gdi,2,0,0,0,0,0,0,0,0,0,0,0,One year
The Global Initiative Against Transnational Organized Crime,gi-toc,2,0,0,0,0,0,0,0,0,0,0,0,One year
The Hunger Project Netherlands,thp_org,0,0,0,0,2,12,0,0,0,0,0,0,One year
The Leprosy Mission Nepal,tlmnepal,1,0,1,1,0,0,0,0,0,0,0,0,One year
The MENTOR Initiative,the_mentor_initiative,5,0,0,0,0,0,0,0,0,0,0,0,One year
Transform Africa,transafrica19,6,1,1,0,0,0,0,0,0,0,0,0,One year
Transition International,ti_nl,0,0,1,0,0,0,0,0,0,0,0,0,One year
Trias,trias,0,0,0,0,0,90,0,0,0,0,0,0,One year
Trocaire,trocaire,9,1,1,15,3,1,0,0,0,0,0,0,One year
TrustAfrica,trustafrica,0,0,0,0,0,16,0,0,0,0,0,0,One year
UK - Department of Health and Social Care (DHSC),dhsc,9,6,61,6,72,15,0,0,0,0,0,0,One year
UK - Home Office,homeoffice,1,0,1,0,0,0,0,0,0,0,0,0,One year
ULB-Coopération,ulbcoop,0,0,0,0,0,38,0,0,0,0,0,0,One year
Unicef Belgium National Committee,ub,0,0,0,0,0,4,0,0,0,0,0,0,One year
Unie van Waterschappen,uvw,0,0,0,0,0,20,0,0,0,0,0,0,One year
Union des Villes et Communes de Wallonie (UVCW),uvcw,0,0,0,0,0,30,0,0,0,0,0,0,One year
"United Nations Educational, Scientific and Cultural Organization (UNESCO)",unesco,13,8,16,19,24,2763,0,0,0,0,0,0,One year
United Nations Industrial Development Organization (UNIDO),unido,0,0,0,0,0,5404,0,0,0,0,0,0,One year
United Nations Office for the Coordination of Humanitarian Affairs (Specially-Designated Contributions),unocha-sdc,0,0,0,0,0,1,0,0,0,0,0,0,One year
United States,unitedstates,3411,1787,4719,75,0,0,0,0,0,0,0,0,One year
Universitair Centrum voor Ontwikkelingssamenwerking,ucos,0,0,0,0,0,2,0,0,0,0,0,0,One year
University Putra Malaysia,upm,3,0,0,3,1,0,0,0,0,0,0,0,One year
University of Leeds,leedsuni,0,0,0,3,3,1,0,0,0,0,0,0,One year
VEI (Vitens-Evides International),vei_nl,0,0,26,0,0,20,0,0,0,0,0,0,One year
VIA Don Bosco,via-db,0,0,0,0,0,39,0,0,0,0,0,0,One year
VVOB Education for Development,vvob,0,0,0,0,0,14,0,0,0,0,0,0,One year
VVSG - Vereniging van Vlaamse Steden en Gemeenten,vvsg,13,0,0,0,2,3,0,0,0,0,0,0,One year
Varkey Foundation,varkeyfoundation,0,1,0,0,1,0,0,0,0,0,0,0,One year
Village Water Ltd,villagewater,1,0,2,1,0,1,0,0,0,0,0,0,One year
Viva Salud,g3w-m3m_admin,0,0,0,0,0,21,0,0,0,0,0,0,One year
WASTE advisers on urban environment and development,waste,1,5,1,2,1,2,0,0,0,0,0,0,One year
"WO=MEN, Dutch Gender Platform",wo-men,0,0,0,0,0,1,0,0,0,0,0,0,One year
WWF-UK,wwf-uk,2,1,5,0,0,0,0,0,0,0,0,0,One year
Wageningen University & Research - Stichting Wageningen Research,wageningen_ur,2,1,3,0,2,2,0,0,0,0,0,0,One year
War Child Holland,warchildholland,0,2,1,3,0,36,0,0,0,0,0,0,One year
War Child UK,wcuk,0,0,1,0,0,0,0,0,0,0,0,0,One year
Water & Land Resource Center - Addis Ababa University,wlrc_aau,0,0,1,0,0,0,0,0,0,0,0,0,One year
WaterAid,wateraid,6,0,0,0,0,0,0,0,0,0,0,0,One year
We World - GVC Onlus,ww-gvc,0,0,1,0,0,0,0,0,0,0,0,0,One year
Wellfound,wellfound,3,3,0,0,0,0,0,0,0,0,0,0,One year
Wereldsolidariteit-Solidarité Mondiale (WSM),wsm,0,0,0,0,0,3,0,0,0,0,0,0,One year
West Africa Network for Peacebuilding,wanep,0,0,0,0,0,3,0,0,0,0,0,0,One year
Women's Environment & Development Organization,wedo,0,0,4,0,0,4,0,0,0,0,0,0,One year
Women's International Peace Centre,wipc,0,0,0,0,0,3,0,0,0,0,0,0,One year
World Education Inc.,wei,1,1,0,0,0,0,0,0,0,0,0,0,One year
World Resources Institute,wri,0,1,5,0,3,1,0,0,0,0,0,0,One year
World University Service of Canada,wusc,0,0,14,0,0,0,0,0,0,0,0,0,One year
World Vision Central African Republic,wv_cf,2,0,0,0,0,0,0,0,0,0,0,0,One year
World Vision Democratic Republic of Congo,wv_cd,2,0,5,0,0,0,0,0,0,0,0,0,One year
World Vision Ethiopia,wv_et_activities,1,0,1,0,0,0,0,0,0,0,0,0,One year
World Vision Germany,wv_de,2,0,0,0,0,0,0,0,0,0,0,0,One year
World Waternet,worldwaternet,5,0,0,0,0,0,0,0,0,0,0,0,One year
World Wide Fund for Nature - Kenya,wwf-kenya,0,0,0,1,0,3,0,0,0,0,0,0,One year
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,0,0,0,0,0,5,0,0,0,0,0,0,One year
World Wide Fund for Nature Denmark,wwfdk,0,1,0,0,0,0,0,0,0,0,0,0,One year
Worldwide Hospice Palliative Care Alliance,whpca,0,1,0,0,0,0,0,0,0,0,0,0,One year
Yamaan Foundation for Health and Social Development,yffhsd,0,0,0,0,0,1,0,0,0,0,0,0,One year
forum for women in democracy,fowode,0,1,0,0,1,0,0,0,0,0,0,0,One year
kidasha,kidasha,2,0,1,0,0,0,0,0,0,0,0,0,One year
living peace institute,lpi,0,0,0,6,0,0,0,0,0,0,0,0,One year
marysmeals,marysmeals,0,0,4,0,0,4,0,0,0,0,0,0,One year
partos,partos_nl,0,0,0,0,0,12,0,0,0,0,0,0,One year
siiqqee Women's Development Association,swda,0,1,0,0,1,1,0,0,0,0,0,0,One year
the global steering group for impact investment,gsg,1,1,1,1,0,0,0,0,0,0,0,0,One year
ABAAD - Resource Center for Gender Equality,arcfge,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ACT Alliance,act_alliance,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ACTED,acted,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ADRA-UK,adrauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ADS-Nyanza,ads-nyanza,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AECOM,aecom,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AFEW International,afewinternational,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AIDSPAN,aidspan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ANDA,anda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
APPRO-Europe,appro-eu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ARK (Absolute Return for Kids),ark,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AVSI South Sudan,avsi-ssd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AVT-L Association of Victims of Terrorism Lebanon,avt-l,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AWEPA,awepa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aapasi Sahayog Kendra Syangja Nepal (ASK Nepal),ask,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aasaman Nepal,aasaman,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Abaseen Foundation UK,abaseen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Able Child Africa,ablechildafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Abt Associates Inc,abt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Abt Britain Limited,abtbritain,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Academy for Health Development (AHEAD),ahead,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Académie de recherche et d'enseignement supérieur,ares,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Accelerator Nepal,acceleratornepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Access to Seeds Foundation,atsf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Accountable Now,accountablenow,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Acid Survivors Foundation,_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Across,across,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Action Against Hunger USA,aahusa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Action Contre la Faim,acf-fr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ActionAid Bangladesh,aab,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ActionAid Ghana,aag,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ActionAid International,aai,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Adam Smith International,asi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Adaptation Fund,af,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Advance Consulting,ac1999,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Adventist Development and Relief Agency (ADRA Somalia),adrasom,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Adventist Development and Relief Agency, Nepal",adra_nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aeras,aeras,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Afghanistan Public Policy Research Organization (APPRO),appro-af,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Afghanistan and Central Asian Association,acaa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Africa Educational Trust,aet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Africa Philanthropy Network,apn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Academy of Sciences,aas,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Centre for Global Health and Social Transformation,achest,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Initiatives,ai_1064413,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Institute For Development Policy,afidep,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Parks Network,african_parks,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Population and Health Research Center,aphrc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Revival,africanrevival,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Tax Administration Forum,ataf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Afrikagrupperna Sweden,afrikagrupperna,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AgDevCo,agdevco,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AgResults Initiative,agresults,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aga Khan Foundation Afghanistan,akf_afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agence Nationale d'Approvisionnement en Eau Potable en Milieu Rural du Benin,anaepmr_benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agency for Cooperation and Research in Development (ACORD),acord,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agroicone,agroicone,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agulhas Applied Knowledge,aak,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AidData,aiddata,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ajuda de Desenvolvimento de Povo para Povo (ADPP),adpp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aktis Strategy Ltd,aktis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Al Majmoua,al_majmoua,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Alcis Holdings Limited,alcis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Alfalit,alfalit,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
All We Can (formerly Methodist Relief and Development Fund),allwecan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Allergy and Asthma Institute Pakistan,aaip,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Alliance of Religions and Conservation,alliance_of_religions_and_conservation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Altai Consulting,altai,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
American Friends Service Committee,afsc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amnesty International UK Section Charitable Trust,aiuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa - UK,amrefha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa Malawi,amrefmw,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa in Tanzania,amreftz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref health Africa in Senegal,awa_sn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Anti-Slavery International,asil,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Arab foundation for freedoms and equality,afemena,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Asia Justice and Rights,ajar,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Asian Coalition for Housing Rights,achr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association CHS Alliance,chs_alliance,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association Centrafricaine de Traduction de la Bible et Alphabetisation,acatba,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association de Soutien au Développement des Activités de Population,asdap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Association de solidarité internationale, Agriculteurs français et développement international (Afdi) France",afdi-fr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association for Reproductive and Family Health,arfh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Atos IT Services Ltd,atosuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Australia - Department of  Foreign Affairs and Trade,ausgov,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Avanti Communications Plc,ava_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BANQUE OUEST AFRICAINE DE DEVELOPPEMENT,boadiita,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BBC Media Action,bbcmediaaction,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BOS+ tropen,bos_plus_tropen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BRAC,brac_admin2,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BRAC International,bracintl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BSR,bsr_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Babawatoto Centre For Children and Youth,bawacecy-tz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Backward Society Education (BASE),base_22,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bangladesh Business and Disability Network,bbdn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bangladesh Nari Progati Sangha,bnps,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bangladesh Youth Leadership Center,bylc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BasicNeeds,basicneeds,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Baylor College of Medicine Children's Foundation Malawi,bcm-cf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bees Abroad UK,bauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Behavioural Insights Team,bit,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Benelux Afro Center,bac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Berytech Foundation,berytech,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bibliothèques Sans Frontières,bsf1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bioclimate Research and Development,bioclimate,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Blue Ventures Conservation,blueventures,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bond,bond,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Brigham and Women's Hospital,bwh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
British & Irish Agencies Afghanistan Group,baag,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
British Asian Trust,b_a_t,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Brujula Comunicaciones Estrategicas SAS,brujula,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Brulocalis,brulocalis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bucks Community NGO,bucksfarm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Burns Violence Survivors - Nepal,bvs-nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Business in the Community,bitc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
C40 Cities Climate Leadership Group,c40cities,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CAPABUILD,capabui,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE International Afghanistan,ciafg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE International in Zimbabwe,ciz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE Nepal,cnepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE international foundation Switzerland in Sudan,cis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARPO - Center for Applied Research in Partnership with the Orient,carpo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CDA Collaborative Learning Projects,cda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CDAC Network,cdacnetwork,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CDC Group plc,cdc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CHEKA SANA TANZANIA,cst,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CIFAL Scotland,cifal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CINI,cini_jhk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CIVICUS World Alliance for Citizen Participation,civicus,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CLASP,clasp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CODA International,coda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CRANE,crane,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CUAMM Trustees,cuammtrustees,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Canon Collins Trust,canoncollinstrust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Carbon Trust (Beijing) Consulting Limited,ctbeijing,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Carers Worldwide,cww,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Caritas Finland,caritasfin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Caritas Serbia,caritas_serbia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cecily's Fund,cecily,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for Civilians in Conflict,civic_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for International Legal Cooperation (CILC),cilc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for International Studies and Cooperation,ceci,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for Participation and Development,cpd_2021,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for Research on Environment Health and Population Activities (CREHPA),crehpa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre For Citizens With Disabilities,ccdnigeria,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Economic Strategy Ukraine,ces-ua,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Environment Human Rights and Development,cehrd1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Indian Knowledge Systems,ciks,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Legal Research and Development,clerd-prpi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for the Study of Adolescence,csa-kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,promsex,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cesvi,cesvi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Chama cha Uzazi na Malezi Bora Tanzania (UMATI),umati,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Chance for Childhood,chanceforchildhood,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cheshire Services Uganda,csu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Child-to-Child,ctc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ChildFund International,childfund,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Children in Crisis,cic,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Children in Crossfire,cicni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Christian Engineers in Development,ced,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Church of England - The Archbishops' Council,coe-abc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
City of London Corporation,col-greenfinance,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Clean Clothes Campaign,ccc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Climate Investment Funds,cif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Climate Policy Initiative,cpi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ColaLife,colalife,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Adja-Ouere - Bénin,adja-ouere,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Adjarra - Bénin,adjarra,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Adjohoun - Bénin,adjohoun,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Akpro-Missérété - Bénin,akpro-misserete,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Confederation of Danish Industry,di,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Conflict Dynamics International,cdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Conflict, Stability and Security Fund",cssf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Congodorpen vzw,congodorpen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
