Publisher Name,Publisher Registry Id,Activities,Organisations,Files,Activity Files,Organisation Files,Total File Size,Reporting Org on Registry,Reporting Orgs in Data (count),Reporting Orgs in Data,Hierarchies (count),Hierarchies
EngenderHealth,ehorg,1,0,1,1,0,7617,US-EIN-13-1623838,1,US-EIN-13-1623838,1,1
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,1,3,2,1,1,30867,ET-MOT-020/4/007,2,ET-MOT-020/4/007;ET-MOT-0204007,1,1
European Investment Bank,eib,592,1,2,1,1,2257985,XM-DAC-918-3,1,XM-DAC-918-3,1,null
Enhanced Integrated Framework,eif,170,1,2,1,1,521773,XM-DAC-1409,1,XM-DAC-1409,1,1
European Institute of Peace,eip,8,0,3,3,0,321496,BE-BCE_KBO-0550758080,1,BE-BCE_KBO-0550758080,1,1
Emmanuel International UK,eiuk,1,1,2,1,1,20243,GB-CHC-289036,1,GB-CHC-289036,1,1
Elton John AIDS Foundation,ejaf,2,0,1,1,0,19606,GB-CHC-1017336,1,GB-CHC-1017336,1,1
European Journalism Centre,ejc,10,1,2,1,1,478271,NL-KVK-41078390,1,NL-KVK-41078390,1,1
ELEVATE Hong Kong Holdings Limited,elevatelimited,3,0,1,1,0,10912,HK-CR-2288921,1,HK-CR-2288921,1,1
Elrha,elrha,4,1,2,1,1,533923,GB-CHC-1177110,1,GB-CHC-1177110,1,1
Institute for Policy Research and Advocacy (ELSAM),elsam,1,1,2,1,1,9886,ID-KHH-AHU17AH0107,1,ID-KHH-AHU17AH0107,1,1
Emissa,emissa,7,0,1,1,0,14221,TR-MOI-27-019-074,1,TR-MOI-27-019-074,1,1
EMMS International,emms,29,1,5,4,1,362874,GB-SC-SC032327,1,GB-SC-SC032327,1,1
Belgian development agency (Enabel),enabel,1133,1,3,2,1,5695429,BE-BCE_KBO-0264814354,1,BE-BCE_KBO-0264814354,1,null
Energy Saving Trust,energy_saving_trust,1,1,2,1,1,41662,GB-COH-02622374,1,GB-COH-02622374,1,1
EngenderHealth Ethiopia,engenderhealth_eth,3,1,2,1,1,53453,ET-CSA-1233,1,ET-CSA-1233,1,1
Eurasia Partnership Foundation,epf,1,1,2,1,1,6626,AM-SRALE-222.160.00823,1,AM-SRALE-222.160.00823,1,1
Ethiopian Public Health Association,epha,1,0,1,1,0,4922,ET-CSA-1351,1,ET-CSA-1351,1,1
equileap,equileap,1,1,2,1,1,19895,NL-KVK-65306198,1,NL-KVK-65306198,1,1
Economic and Social Fund for Development,esfd,1,1,2,1,1,9823,XI-IATI-ESFD,1,XI-IATI-ESFD,1,1
Economic and Social Research Foundation (ESRF),esrf,1,1,2,1,1,10534,TZ-TRA-101-091-759,1,TZ-TRA-101-091-759,1,1
Ethiopiaid Ireland,ethiopiaidireland,8,1,2,1,1,18621,IE-CHY-20041069,1,IE-CHY-20041069,1,1
Ethiopiaid UK,ethiopiaiduk,22,1,3,2,1,80884,GB-CHC-802353,1,GB-CHC-802353,1,1
Ethical Trading Initiative,eti,4,1,2,1,1,84720,GB-COH-3578127,1,GB-COH-3578127,1,1
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,6,1,2,1,1,96764,BE-BCE_KBO-0409451054,1,BE-BCE_KBO-0409451054,2,1;2
EveryChild,evc,2,1,2,1,1,26960,GB-CHC-1089879,1,GB-CHC-1089879,1,1
Eve Organization for Women Development,eveowd,1,0,1,1,0,11499,SS-RRC-405,1,SS-RRC-405,1,1
Engineers Without Borders Canada,ewb_canada,6,1,2,1,1,20730,CA-CRA-89980-1815-RR0001,1,CA-CRA-89980-1815-RR0001,1,1
Ethiopian Women with Disabilities National Assocation,ewdna2025,1,0,1,1,0,17408,et-CSA-0444,1,ET-CSA-0444,1,1
Earthworm Foundation,ewf,1,1,2,1,1,8884,CH-FDJP-CHE251665168,1,CH-FDJP-CHE251665168,1,1
Ethiopian Women Lawyers Association,ewla,1,0,1,1,0,27676,ET-CSA-1128,1,ET-CSA-1128,1,1
Excellent Development,excellent,1,1,2,1,1,32023,GB-CHC-1094478,1,GB-CHC-1094478,1,1
Frontline AIDS,f-aids,23,1,2,1,1,2069398,GB-CHC-1038860,1,GB-CHC-1038860,1,1
Faith to Action Network,f2a,10,1,2,1,1,94039,KE-NCB-2180511403539790,1,KE-NCB-2180511403539790,1,1
Farm Africa,fa,26,1,2,1,1,211863,GB-COH-01926828,1,GB-COH-01926828,1,1
Family Aids Caring Trust,fact,1,1,2,1,1,20794,ZW-PVO-WO1789,1,ZW-PVO-WO1789,1,1
Fairfood International,fairfood,5,0,1,1,0,31465,NL-KVK-34141098,1,NL-KVK-34141098,1,1
Fairtrade Belgium,fairtrade_be,4,1,4,3,1,64590,BE-BCE_KBO-0441988715,1,BE-BCE_KBO-0441988715,2,1;2
Fairtrade Labelling Organizations International e.V.,fairtrade_international,1,1,2,1,1,37102,DE-AG-VR7795,1,DE-AG-VR7795,1,1
Food and Agriculture Organization of the United Nations (FAO),fao,6741,1,2,1,1,51924103,XM-DAC-41301,1,XM-DAC-41301,1,null
Forum for Africa Women Educationalist Regional Secretariat,fawe-rs,15,1,3,2,1,343411,KE-NCB-218.051.93197.173,3,KE-NCB-218-051-93197-173;KE-NCB-218.051.93197.173;KE-NCB-OP-218-051-93197-173,2,1;null
Finn Church Aid (Kirkon Ulkomaanapu sr),fca,1,1,2,1,1,12413,FI-PRO-0998454-4,1,FI-PRO-0998454-4,1,1
Fondo Centroamericano de Mujeres,fcam,9,1,2,1,1,119808,NI-MIGOB-3602,1,NI-MIGOB-3602,1,1
Family Counseling and Development Foundation,fcdf,1,1,2,1,1,42432,YE-MSAL-473-2001,1,YE-MSAL-473-2001,1,1
"UK - Foreign, Commonwealth and Development Office",fcdo,23940,2,140,138,2,207868595,GB-GOV-1,2,GB-GOV-1;GB-GOV-3,3,1;2;null
Farm Concern International,fci,1,1,2,1,1,14012,KE-RCO-C110031,1,KE-RCO-C110031,1,1
African Women's Development and Communication Network,femnet,22,1,2,1,1,236315,KE-KRA-P000634725S,1,KE-KRA-P000634725S,1,1
Freedom Forum,ff,2,0,1,1,0,2949,NP-DAO-27-127/062/063,1,NP-DAO-27-127/062/063,1,1
Fauna & Flora International,ffi_publisher,1,0,1,1,0,2407,GB-COH-0277068,1,GB-COH-0277068,1,1
Family Guidance Association of Ethiopia,fgae_ethiopia,7,1,2,1,1,68829,ET-CSA-0475,1,ET-CSA-0475,1,1
Food for the Hungry UK,fh,4,1,2,1,1,96761,GB-CHC-328273,1,GB-CHC-328273,1,1
Fondation Hirondelle,fh_ch,4,0,1,1,0,32465,CH-FDJP-CHE109947366,1,CH-FDJP-f7f0b51e-7432-4c0c-a6c0-7df1101d7983,1,1
Fight Hunger Foundation,fhf,1,0,1,1,0,6532,IN-MHA-083781496,1,IN-MHA-083781496,1,1
The Fred Hollows Foundation (UK),fhfuk,1,1,2,1,1,18055,GB-CHC-1140288,1,GB-CHC-1140288,1,1
FHI360,fhi360,7,1,2,1,1,14435,US-EIN-237413005,1,US-EIN-237413005,1,1
Fiabel,fiabel,6,1,2,1,1,54521,XI-IATI-FIABEL,1,XI-IATI-FIABEL,2,1;2
FIAN Belgium,fian-belgium,5,1,3,2,1,66912,BE-BCE_KBO-0432622077,1,BE-BCE_KBO-0432622077,2,1;2
Federation of Women Lawyers Kenya,fida,1,1,2,1,1,17291,KE-NCB-218/051/93132/90,1,KE-NCB-218/051/93132/90,1,1
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,1,0,1,1,0,25734,UG-RSB-29587,1,UG-RSB-29587,1,1
"Field Ready, USA",field_ready,1,0,1,1,0,6509,US-EIN-61-1725201,1,US-EIN-61-1725201,1,1
50 Eight Limited,fifty_eight,1,0,1,1,0,12555,GB-COH-07291220,1,GB-COH-07291220,1,1
Fiftyfifty,fiftyfifty-lb,2,0,1,1,0,8730,LB-MOI-25465,1,LB-MOI-25465,1,1
International Indigenous Women Forum,fimi_iiwf_2019,6,0,2,2,0,98701,PE-SUNARP-12623829,1,PE-SUNARP-12623829,1,1
Canada Department of Finance / Ministère des Finances Canada,finance_canada,68,1,2,1,1,1104350,CA-4,1,CA-4,1,1
Finland - Ministry for Foreign Affairs,finland_mfa,22493,1,156,155,1,105512534,FI-3,1,FI-3,2,1;null
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),fipag,1,0,1,1,0,14331,MZ-NUIT-600000381,1,MZ-NUIT-600000381,1,1
Family Life Education Program,flepuganda,1,0,1,1,0,15609,UG-NGB-1826,1,UG-NGB-1826,1,null
Forests Monitor,fm,0,1,3,2,1,713,GB-COH-3008440,1,GB-COH-3008440,0,
FMO,fmo,552,0,1,1,0,1962740,NL-KVK-27078545,1,NL-KVK-27078545,1,null
Fundación Fondo Mujeres del Sur,fms,2,1,2,1,1,90601,AR-CENOC-16969-A,2,AR-CENOC-16969-A;XI-IATI-359A08,1,1
Germany - Federal Foreign Office,fo_germany,5924,0,6,6,0,32373009,XM-DAC-5-7,1,XM-DAC-5-7,1,null
Friends of the Earth-Ghana,foe-ghana,1,1,2,1,1,19646,GH-DSW-258,1,GH-DSW-258,1,1
"Friends of the Earth England, Wales and Northern Ireland",foe_ewni,1,1,2,1,1,31653,GB-CHC-281681,1,GB-CHC-281681,1,1
Friends of the Earth International,foei,4,1,2,1,1,395146,NL-KVK-40535338,1,NL-KVK-40535338,1,1
Milieudefensie,foenl,27,1,2,1,1,1177470,NL-KVK-40530467,1,NL-KVK-40530467,1,1
Multilateral Investment Fund,fomin,267,0,26,26,0,1851238,XI-IATI-MIF,1,XI-IATI-MIF,1,null
FONCABA ASBL KBA VZW,foncaba,5,1,2,1,1,134574,BE-BCE_KBO-0409597544,1,BE-BCE_KBO-0409597544,2,1;2
Forest Trends Association,forest-trends,1,1,2,1,1,14010,US-EIN-52-2135531,1,US-EIN-52-2135531,1,1
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,15,1,2,1,1,681978,BE-BCE_KBO-0432552989,1,BE-BCE_KBO-0432552989,2,1;2
The Foundation Center,foundation_center,1387,0,1,1,0,2414650,US-EIN-131837418,1,US-EIN-131837418,1,null
forum for women in democracy,fowode,1,0,1,1,0,15466,UG-NGB-1277,1,UG-NGB-1277,1,1
France - Ministry for Europe and Foreign Affairs,france,2375,1,53,52,1,5160321,FR-6,3,FR-6;FR-SIREN-110-006-012;null,1,null
FRANK Water,frankwater,2,1,2,1,1,2656,GB-CHC-1121273,1,GB-CHC-1121273,1,1
Free Press Unlimited,free_press_unlimited,19,1,2,1,1,282016,NL-KVK-52957535,1,NL-KVK-52957535,1,1
Free a Girl,freeagirl,15,1,7,6,1,309657,NL-KVK-34308169,1,NL-KVK-34308169,2,1;2
Friends of Publish What You Fund,friendsofpwyf,3,1,2,1,1,33481,US-EIN-47-4128047,1,US-EIN-47-4128047,1,1
FSD Africa,fsdafrica,0,0,1,1,0,150,KE-RCO-155081,0,,0,
Financial Sector Deepening Trust (Kenya),fsdk,3,0,1,1,0,5539,KE-KRA-P051172537S,1,KE-KRA-P051172537S,1,1
Financial Sector Deepening Uganda,fsduganda,8,0,1,1,0,79851,UG-RSB-197310,1,UG-RSB-197310,1,1
Feed the Minds,ftm-291333,3,1,2,1,1,61839,GB-CHC-291333,1,GB-CHC-291333,1,1
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,6,1,2,1,1,62292,BE-BCE_KBO-0416934803,1,BE-BCE_KBO-0416934803,2,1;2
Fundacion Acceso,fundacion-acceso,3,0,1,1,0,134969,CR-RPJ-3-006-125548,1,CR-RPJ-3-006-125548,1,1
Fundación Avina,fundacionavina,4,1,2,1,1,35625,PA-PRP-5789,2,PA-PRP-5789;XI-BRIDGE-3570501631,1,1
Fair Wear Foundation,fwf,25,1,2,1,1,420187,NL-KVK-34111374,1,NL-KVK-34111374,1,1
Find Your Feet,fyf,5,1,5,4,1,89066,GB-CHC-250456,1,GB-CHC-250456,1,1
Viva Salud,g3w-m3m_admin,9,1,2,1,1,134900,BE-BCE_KBO-0418282311,1,BE-BCE_KBO-0418282311,2,1;2
Canada - Global Affairs Canada | Affaires mondiales Canada,gac-amc,5679,1,3,2,1,73583945,CA-3,1,CA-3,1,1
Global Anaesthesia Development Partnerships,gadp,2,0,1,1,0,14690,GB-CHC-1175791,1,GB-CHC-1175791,1,1
Fundación Gaia Amazonas,gaia,4,1,2,1,1,27966,CO-RUE-8300033586,1,CO-RUE-8300033586,1,1
The Global Alliance for Improved Nutrition,gain,633,1,2,1,1,6364775,CH-FDJP-CHE-110347351,1,CH-FDJP-CHE-110347351,1,1
Global Alliance for Livestock Veterinary Medicines,galvmed,1,1,2,1,1,43405,GB-COH-05393391,1,GB-COH-05393391,1,1
GALZ,galz,3,0,1,1,0,42860,ZW-ROD-2172,1,ZW-ROD-2172,1,1
Global Action Nepal,gan,1,0,1,1,0,3666,NP-SWC-13712,1,NP-SWC-13712,1,null
Global Antibiotic Research and Development Partnership,gardp,9,0,1,1,0,234616,CH-FDJP-CHE331930936,1,CH-FDJP-CHE331930936,1,1
"Gavi, the vaccine alliance",gavi,1127,1,5,4,1,40967574,47122,1,47122,2,1;2
British Red Cross,gb-chc-220949,228,0,2,2,0,1430805,GB-CHC-220949,1,GB-CHC-220949,1,null
"The Global Development Incubator, Inc",gdi,3,1,2,1,1,60695,US-EIN-14-1945286,1,US-EIN-14-1945286,1,1
Global Disability Innovation Hub,gdihub,4,0,1,1,0,37739,GB-COH-11126312,1,GB-COH-11126312,1,1
Girls’ Education Challenge – Fund Manager PwC,gecfundmanagerpwc,30,1,3,2,1,1488541,GB-COH-03580586-GEC,1,GB-COH-03580586-GEC,3,1;2;null
GEF Secretariat,gef,4137,0,163,163,0,19986814,XI-BRIDGE-6385676864,1,XI-BRIDGE-6385676864,1,null
Gender Equality Network,gen,1,1,2,1,1,28468,MM-MHA-0295,1,MM-MHA-0295,1,null
Gender at Work,genderatwork,4,0,1,1,0,144479,CA_ON-ONT-1783682,1,CA_ON-ONT-1783682,1,null
GEOMOUN ASBL,geomoun,5,1,6,5,1,79440,BE-BCE_KBO-0472089102,1,BE-BCE_KBO-0472089102,2,1;2
Global Fund for Community Foundations,gfcf,1,0,1,1,0,34480,GB-NIC-073343,1,GB-NIC-073343,1,1
Global Fund to End Modern Slavery,gfems,10,1,2,1,1,30216,US-EIN-47-3594688,1,US-EIN-47-3594688,1,1
Global Green Growth Institute (GGGI),gggi,262,1,2,1,1,3012731,XM-DAC-47136,1,XM-DAC-47136,1,1
Johns Hopkins University,gi-jhu,1,2,2,1,1,8098,US-EIN-52-0595110,1,US-EIN-52-0595110,1,1
The Global Initiative Against Transnational Organized Crime,gi-toc,1,0,1,1,0,14370,CH-FDJP-CHE296622304,1,CH-FDJP-CHE296622304,1,null
Geneva International Centre for Humanitarian Demining,gichd,19,1,2,1,1,162614,CH-FDJP-CHE109506789,1,CH-FDJP-CHE109506789,1,1
Global Innovation Fund,gif,51,0,1,1,0,97103,GB-CHC-1171353,1,GB-CHC-1171353,1,1
Global Impact Investing Network,giin,2,1,2,1,1,34276,US-EIN-27-3166994,1,US-EIN-273166994,1,1
Girls Not Brides: The Global Partnership to End Child Marriage,girlsnotbrides,1,0,1,1,0,32369,GB-CHC-1154230,1,GB-CHC-1154230,1,1
Giro555 (Stichting Samenwerkende Hulporganisaties),giro555,5,1,2,1,1,145094,NL-KVK-27302841,1,NL-KVK-27302841,1,1
GiveDirectly,givedirectly,2,1,3,2,1,38359,US-EIN-27-1661997,1,US-EIN-27-1661997,1,1
Germany GIZ Non BMZ,giz,31,1,2,1,1,206263,XM-DAC-5-52,1,XM-DAC-5-52,1,null
Gender Links,gl,12,1,2,1,1,128257,ZA-CIPC-2001/005850/08,1,ZA-CIPC-2001/005850/08,1,1
Global Canopy,globalcanopy,2,1,2,1,1,47551,GB-CHC-1089110,1,GB-CHC-1089110,1,1
GlobalGiving.org,globalgiving,0,14607,1,0,1,76435648,US-EIN-300108263,1,US-EIN-300108263,0,
Global Focus,globaltfokus,5,0,1,1,0,14290,DK-CVR-35429867,1,DK-CVR-35429867,1,1
Global Witness,globalwitness,1,1,2,1,1,10617,GB-COH-02871809,1,GB-COH-02871809,1,1
Global Network of People Living with HIV (GNP+),gnpplus,10,1,2,1,1,30114,NL-KVK-41214768,1,NL-KVK-41214768,2,1;2
GOAL,goal,7,1,2,1,1,48762,GB-CHC-1107403,1,GB-CHC-1107403,1,1
GOGLA - Global Off-Grid Lighting Association,gogla,2,0,1,1,0,14261,NL-KVK-62066064,1,NL-KVK-62066064,1,1
GoodWeave International,goodweave_intl,1,1,2,1,1,9383,US-EIN-522042014,1,US-EIN-52-2042014,1,1
Goree Institute,gorin,1,1,2,1,1,45179,SN-NINEA-21516110A0,1,SN-NINEA-21516110A0,1,null
Global Partnership for Education,gpe,0,0,0,0,0,0,XM-DAC-47501,0,,0,
GPPAC Foundation,gppac,12,1,2,1,1,646828,NL-KVK-41217404,1,NL-KVK-41217404,2,1;2
Groupe Pivot Santé Population,gpsp-org,2,1,3,2,1,113693,ML-NIF-082208943A,1,ML-NIF-082208943A,1,null
Global Rights Compliance,grc2018,31,1,2,1,1,152931,NL-KVK-70048436,1,NL-KVK-70048436,1,1
Ground Truth Solutions,ground-truth-solutions,4,0,1,1,0,311173,AT-UID-U74408937,1,AT-UID-U74408937,1,1
Grow Asia,growasia,1,1,2,1,1,7603,SG-ACRA-201507403G,1,SG-ACRA-201507403G,1,1
Grow Movement,growmovement_admin,2,1,2,1,1,9258,GB-CHC-1139083,1,GB-CHC-1139083,1,1
the global steering group for impact investment,gsg,2,1,2,1,1,8659,GB-CHC-1175658,1,GB-CHC-1175658,1,1
GSMA Foundation,gsma_foundation,232,0,2,2,0,574062,US-EIN-37-1552838,1,US-EIN-37-1552838,1,null
Gulu University,guluuni,1,1,2,1,1,10654,XI-GRID-grid.442626.0,1,XI-IATI-XI-GRID-grid.442626.0,1,1
Guttmacher Institute,guttmacher,2,1,2,1,1,146394,US-EIN-13-2890727,1,US-EIN-13-2890727,1,2
Greater Virunga Transboundary Collaboration,gvtc,1,0,1,1,0,29747,RW-RRA-103197639,1,XI-PB-0000,1,1
Global Water Partnership,gwp,0,1,1,0,1,3211,XM-DAC-7-PPR-4000002938,1,XI-IATI-XM-DAC-7-PPR-4000002938,0,
Heartland Alliance International,ha-i,1,0,1,1,0,135375,US-EIN-30-0739799,1,US-EIN-US-EIN-300739799,1,1
Hagar International UK,hagar_uk,1,1,2,1,1,25124,GB-CHC-1143852,1,GB-CHC-1143852,1,1
Stichting Health Action International,hai,9,1,2,1,1,241762,NL-KVK-41207580,1,NL-KVK-41207580,1,1
The HALO Trust,halo,22,1,14,13,1,2593682,GB-CHC-1001813,1,GB-CHC-1001813,1,1
Hand in Hand International,handinhand,1,1,2,1,1,24670,GB-CHC-1113868,1,GB-CHC-1113868,1,1
Hospice Africa Ltd,hauk,2,1,2,1,1,11994,GB-CHC-1024903,1,GB-CHC-1024903,1,1
Huairou Commission,hc2022,5,0,1,1,0,56646,US-EIN-061805406,1,US-EIN-061805406,1,1
Centre for Humanitarian Dialogue (HD Centre),hdcentre,2,1,2,1,1,85308,CH-FDJP-CHE-105181636,1,CH-FDJP-CHE-105181636,1,1
Health Development Initiative,hdi,1,0,1,1,0,109501,RW-RGB-77-RGB-NGO-2013,1,RW-RGB-77-RGB-NGO-2013,1,1
HealthNet TPO,healthnet,6,1,2,1,1,83824,NL-KVK-41211943,1,NL-KVK-41211943,1,1
DAI Global Health,healthpartners-international,7,1,6,5,1,35630,GB-COH-03054929,1,GB-COH-03054929,1,1
Healthy Entrepreneurs Foundation,hefoundation,2,1,2,1,1,88014,NL-KVK-58183167,1,NL-KVK-58183167,1,1
Heifer Nederland,heifernederland,15,1,2,1,1,113640,NL-KVK-20093733,1,NL-KVK-20093733,1,1
HelpAge International,helpage_international,454,1,2,1,1,7464445,GB-COH-1762840,1,GB-COH-1762840,1,null
The William and Flora Hewlett Foundation,hewlett-foundation,2806,1,2,1,1,9559656,US-EIN-941655673,1,US-EIN-941655673,1,null
Hope for Children,hfc,1,0,1,1,0,60281,GB-CHC-1161729,1,GB-CHC-1161729,1,1
Stichting Habitat for Humanity Nederland,hfhnl,0,1,1,0,1,680,NL-KVK-41226182,1,NL-KVK-41226182,0,
Grand Challenges Canada,hgc,2,0,2,2,0,351968,CA-CRA_ACR-811793611,1,CA-CRA_ACR-811793611,1,1
Haiti Hospital Appeal,hha,1,1,2,1,1,51273,GB-CHC-1117528,1,GB-CHC-1117528,1,1
Hope and Homes for Children,hhc,3,1,2,1,1,77069,GB-CHC-1089490,1,GB-CHC-1089490,1,1
Homeless International,hi,10,1,6,5,1,72964,GB-CHC-1017255,1,GB-CHC-1017255,2,1;null
Handicap International Federation,hi_fed,11,1,2,1,1,349137,FR-RCS-519655997,1,FR-RCS-519655997,1,1
Handicap International Belgique,hib,23,1,2,1,1,262995,BE-BCE_KBO-0432235661,1,BE-BCE_KBO-0432235661,2,1;2
Health Insurance Fund,hif,2,0,2,2,0,39048,NL-KVK-34234456,1,NL-KVK-34234456,1,1
HiiL innovating Justice,hiil_mfa,15,1,2,1,1,212759,NL-KVK-27290536,1,NL-KVK-27290536,1,1
Handicap International UK,hiuk,56,1,26,25,1,575016,GB-CHC-1082565,3,FR-PDR-W691075333;GB-CHC-1082565;XI-IATI-W691075333,1,1
HM Treasury,hmtfitb,7,0,1,1,0,21615,GB-GOV-2,1,GB-GOV-2,1,1
UK - Home Office,homeoffice,18,1,2,1,1,142199,GB-GOV-6,1,GB-GOV-6,1,1
Horizons for Green Development,horizons,1,1,2,1,1,8841,JO-CCD-200138796,1,JO-CCD-200138796,1,1
HealthProm,hp_12,2,4,2,1,1,31192,GB-COH-4887855,1,GB-COH-4887855,1,1
Health Poverty Action,hpa,10,1,2,1,1,134488,GB-CHC-1837621,1,GB-CHC-1837621,2,0;null
Higher Population Council,hpc,1,0,1,1,0,46798,JO-COA-1701-HPC,1,JO-COA-1701-HPC,1,1
Humanitarian Quality Assurance Initiative,hqai,1,0,1,1,0,34211,CH-FDJP-258577051,1,CH-FDJP-258577051,1,1
Human Relief Foundation,hrf,2,1,2,1,1,12614,GB-CHC-1126281,1,GB-CHC-1126281,1,1
Healthright International-Kenya,hri,8,0,1,1,0,12845,KE-NCB-218051200501953650,1,KE-NCB-218051200501953650,1,1
Heifer International South Africa,hsa,1,1,2,1,1,13220,ZA-NPO-013484,1,ZA-NPO-013484,1,1
Helvetas Swiss Intercooperation,hsi,3,2,2,1,1,292229,CH-FDJP-CHE105834763,1,CH-FDJP-CHE105834763,2,1;2
HTSPE,htspe,2,1,3,2,1,8431,GB-COH-06407873,1,GB-COH-06407873,1,1
Stichting Humana,humana_houben,16,1,2,1,1,66436,NL-KVK-30285304,1,NL-KVK-30285304,1,1
Hilfswerk Austria Zimbabwe,hwa-zm,1,1,2,1,1,9040,XI-IATI-035026724,2,AT-LPD-035026724;XI-IATI-035026724,1,1
InterAction's NGO Aid Map,ia_nam,12373,0,105,105,0,41893745,US-EIN-13-3287064NAM,1,US-EIN-13-3287064NAM,1,null
Inter-American Development Bank,iadb,1616,1,28,27,1,67995321,XI-IATI-IADB,2,IADB;XI-IATI-IADB,1,null
International Aids Vaccine Initiative (IAVI),iavi,0,2,2,0,2,16546,US-EIN-13-3870223,1,US-EIN-13-3870223,0,
International Bureau of Fiscal Documentation (IBFD),ibfd,41,0,1,1,0,171180,NL-KVK-41197411,1,NL-KVK-41197411,1,1
Oxfam IBIS,ibis_denmark,27,1,2,1,1,403807,DK-CVR-88136411,1,DK-CVR-88136411,1,1
International Centre for Antimicrobial Resistance Solutions,icars,1,0,1,1,0,3359,DK-CVR-42047007,1,DK-CVR-42047007,1,1
ICA:UK,icauk,2,1,2,1,1,12278,GB-CHC-1090745,1,GB-CHC-1090745,1,1
ICCO Cooperation,icco-cooperation,420,1,2,1,1,5967150,NL-KVK-56484038,1,NL-KVK-56484038,2,1;2
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",icddrb,1,1,2,1,1,8751,XM-OCHA-4438,1,XM-OCHA-4438,1,1
International Child Development Initiatives,icdi,6,0,1,1,0,211895,NL-KVK-41169161,1,NL-KVK-41169161,1,null
ICF Consulting Services Ltd,icf,8,1,6,5,1,239589,GB-COH-04161656,2,GB-CH-4161656;GB-COH-04161656,1,1
International Centre of Insect Physiology and Ecology (icipe),icipe,65,0,1,1,0,219158,KE-KRA-P051097200R,1,KE-KRA-P051097200R,1,1
Iniciativa Climatica de Mexico,icm_mx,2,1,2,1,1,7191,MX-RFC-ICM160118IZ1,1,XI-IATI-MX-RFC-ICM160118IZ1,1,1
International Centre for Migration Policy Development,icmpd,7,1,2,1,1,92649,XM-OCHA-585,1,XM-OCHA-585,1,1
InterClimate Network,icn,1,0,1,1,0,5982,GB-COH-06587734,1,GB-COH-06587734,1,null
International Center for Not-for-Profit Law,icnl_org,5,0,1,1,0,189289,US-EIN-52-1818273,1,US-EIN-52-1818273,1,null
World Agroforestry Centre,icraf_,1,1,2,1,1,91631,XM-DAC-47056,1,XM-DAC-47056,1,null
International Committee of the Red Cross (ICRC),icrc,412,3,9,6,3,28015452,XM-DAC-21016,1,XM-DAC-21016,1,null
ICS,ics,45,0,1,1,0,110428,NL-KVK-41188664,1,NL-KVK-41188664,1,null
International Center for Transitional Justice,ictj,9,0,1,1,0,69504,US-EIN-11-3580024,1,US-EIN-11-3580024,1,1
International Council of Voluntary Agencies,icva,1,0,1,1,0,2703,CH-FDJP-CHE100871337,1,CH-FDJP-CHE100871337,1,1
International Campaign Women´s Right to Safe Abortion,icwrsa,2,0,1,1,0,4980,GB-CHC-1187935,1,GB-CHC-1187935,1,1
INTERNATIONAL DISABILITY ALLIANCE,ida,4,0,1,1,0,15602,CH-FDJP-66029860165,1,CH-FDJP-66029860165,1,1
IDB Invest,idbinvest,1699,1,2,1,1,2835108,XM-DAC-46012,1,XM-DAC-46012,1,null
iDE,ide,6,0,2,2,0,28922,US-EIN-23-2220051,1,US-EIN-23-2220051,1,1
International IDEA,idea,994,1,2,1,1,1224748,XM-DAC-47058,1,XM-DAC-47058,1,1
IDEO.org,ideo_org,2,1,2,1,1,6781,US-EIN-27-3755556,1,US-EIN-27-3755556,1,1
"IDH, the Sustainable Trade Initiative",idh,59,2,2,1,1,1374611,NL-KVK-53521129,1,NL-KVK-53521129,1,1
IDH Investment Management B.V.,idh_im,1,0,1,1,0,9071,NL-KVK-74983393,1,NL-KVK-74983393,1,1
INTOSAI Development Initiative,idi,8,1,2,1,1,307749,NO-BRC-980997278,1,NO-BRC-980997278,2,1;2
IDinsight,idinsight,3,1,2,1,1,7774,US-EIN-27-4933181,1,US-EIN-27-49-33181,1,1
International Development Law Organization (IDLO),idlo,234,1,2,1,1,1922304,XM-DAC-47059,1,XM-DAC-47059,1,1
IDOM INGENIERIA,idom_mx,1,0,1,1,0,4129,MX-RFC-IIN920701G55,1,XI-IATI-MX-RFC-IIN920701G55,1,1
Iles de Paix,idp,8,1,2,1,1,169703,BE-BCE_KBO-0408908151,1,BE-BCE_KBO-0408908151,2,1;2
Canada - International Development Research Centre/Centre de recherches pour le développement international,idrccrdi,8868,2,10,8,2,152438687,XM-DAC-301-2,1,XM-DAC-301-2,1,null
Institute of Development Studies,ids,21,1,2,1,1,282425,GB-COH-877338,1,GB-COH-877338,1,1
"Iringa Development of Youth, Disabled and Children Care",idydc,4,1,2,1,1,27225,TZ-TRA-102316134,2,TZ-TRA-102-316-134;TZ-TRA-www.idydc.or.tz,1,1
Internews Europe,ieu,11,1,12,11,1,261212,GB-CHC-1148404,1,GB-CHC-1148404,1,1
