Publisher Name,Publisher Registry Id,Core Average (with valid data),Financials Average (with valid data),Value Added Average (with valid data),Weighted Average (with valid data),Core Average (with any data),Financials Average (with any data),Value Added Average (with any data),Weighted Average (with any data)
Karuna Mission Social Solidarity - KMSS,kmss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karuna Trust,karuna,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
Kathmandu Medical College Public Limited,kmc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keele University,keele-university,100.0,25.0,50.0,68.75,100.0,25.0,50.0,68.75
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenya Community Development Foundation,kcdf,100.0,95.0,55.55555555555556,87.63888888888889,100.0,95.0,55.55555555555556,87.63888888888889
Kenya National Commission on Human Rights,knchr,90.0,25.0,33.888888888888886,59.72222222222222,100.0,25.0,33.888888888888886,64.72222222222223
Kenya Private Sector Alliance,kepsa,100.0,50.0,55.55555555555556,76.38888888888889,100.0,50.0,55.55555555555556,76.38888888888889
Kepa ry,kepa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerk in Actie,kerk_in_actie,100.0,100.0,22.22222222222222,80.55555555555556,100.0,100.0,22.22222222222222,80.55555555555556
Kesho Kenya,kesho_kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHYBER MEDICAL UNIVERSITY,kmu,100.0,25.0,33.333333333333336,64.58333333333333,100.0,25.0,33.333333333333336,64.58333333333333
kidasha,kidasha,90.0,50.0,44.44444444444444,68.61111111111111,100.0,50.0,44.44444444444444,73.61111111111111
King Hussein Foundation,khf,100.0,100.0,44.44444444444444,86.11111111111111,100.0,100.0,44.44444444444444,86.11111111111111
King Salman Humanitarian Aid and Relief Centre,ksrelief291,99.98614958448753,74.82445913250815,24.709367368647147,74.87653141753259,100.0,74.82445913250815,24.709367368647147,74.88345662528882
King's College London,kingscollegelondon,96.0,60.0,16.666666666666668,67.16666666666667,100.0,60.0,16.666666666666668,69.16666666666667
Kisumu Medical and Education Trust,kmet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KITUO CHA SHERIA,kituo,90.0,37.5,11.11111111111111,57.15277777777778,100.0,37.5,11.11111111111111,62.15277777777778
KIYO,kiyo,100.0,100.0,43.51851851851852,85.87962962962963,100.0,100.0,43.51851851851852,85.87962962962963
Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,111111_publisher,100.0,100.0,44.123931623931625,86.03098290598291,100.0,100.0,44.123931623931625,86.03098290598291
Koninklijk Nederlands Meteorologisch Instituut,knmi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KPMG Advisory Limited (Tanzania),kpmgea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KPMG LLP,kpmgllp,80.0,0.0,22.22222222222222,45.55555555555556,100.0,0.0,22.22222222222222,55.55555555555556
Kvinna till Kvinna,ktk,100.0,83.33333333333333,22.222222222222218,76.38888888888889,100.0,83.33333333333333,22.222222222222218,76.38888888888889
KwaAfrica,kwaafrica,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Kwame Nkrumah University of Science and Technology,knust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyiv School of Economics and Management,kse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMB Health Care Foundation,lhcf,90.0,50.0,44.44444444444444,68.61111111111111,100.0,50.0,44.44444444444444,73.61111111111111
Land Equity International,lei,90.0,25.0,11.11111111111111,54.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Landell Mills,landell-mills,93.33333333333334,25.0,25.925925925925924,59.39814814814815,100.0,25.0,25.925925925925924,62.73148148148148
Larive International,larive,92.22222222222221,55.55555555555556,13.580246913580247,63.39506172839506,100.0,55.55555555555556,13.580246913580247,67.28395061728395
Laterite B.V.,laterite_bv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,100.0,100.0,33.333333333333336,83.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
Le Monde selon les femmes asbl,mondefemmes,97.5,87.5,59.166666666666664,85.41666666666667,100.0,87.5,59.861111111111114,86.84027777777777
LEAD International,lead_international,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leaders International,lifed_admin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leaders of Tomorrow,sqf,90.0,75.0,55.55555555555556,77.63888888888889,100.0,75.0,55.55555555555556,82.63888888888889
Learning for Life,learningforlife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Legal Action Worldwide,law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lemann Foundation,lemann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonard Cheshire Disability,lcd_admin,100.0,37.5,27.77777777777778,66.31944444444444,100.0,37.5,27.77777777777778,66.31944444444444
Lepra,lepra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,100.0,75.0,66.66666666666667,85.41666666666667,100.0,75.0,66.66666666666667,85.41666666666667
Light Castle Partners,lcp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light For The World Belgium,lftw-be,100.0,100.0,54.36507936507937,88.59126984126985,100.0,100.0,54.36507936507937,88.59126984126985
Light for the World International,lftw-int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Link Community Development International,lcdi_admin,90.0,62.5,38.888888888888886,70.34722222222223,100.0,62.5,38.888888888888886,75.34722222222223
Link Community Development Scotland,lcds,100.0,75.0,22.22222222222222,74.30555555555556,100.0,75.0,33.333333333333336,77.08333333333333
Linking Pin Africa Ltd,lpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lively Minds,livelyminds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liverpool School of Tropical Medicine,lstm,96.36363636363636,55.90909090909091,35.35353535353536,70.99747474747474,100.0,55.90909090909091,35.35353535353536,72.81565656565657
Living Earth Foundation,livingearth12,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
living peace institute,lpi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIWA programme trust,liwa-admin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Local Development and Small Projects Support,ldsps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Business School,lbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London School of Economics and Political Science,lse,90.0,71.42857142857143,11.11111111111111,65.63492063492063,100.0,71.42857142857143,11.11111111111111,70.63492063492063
London School of Hygiene and Tropical Medicine,lshtm,96.0,26.785714285714285,28.88888888888889,61.91865079365079,100.0,26.785714285714285,28.88888888888889,63.91865079365079
Loughborough University,lboro,90.0,75.0,16.666666666666668,67.91666666666667,95.0,75.0,16.666666666666668,70.41666666666667
Louvain Coopération,lc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTS International Limited,lts,98.57142857142858,67.85714285714286,9.523809523809524,68.63095238095238,100.0,67.85714285714286,9.523809523809524,69.3452380952381
Luminate Foundation Inc.,luminate,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
LVCT Health,lvct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M&C Saatchi,mcs_new,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maastricht School of Management,msm-ipd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADE in Europe,mie-1134415,100.0,25.0,55.55555555555556,70.13888888888889,100.0,25.0,55.55555555555556,70.13888888888889
MAG,mag,95.45454545454545,65.625,23.232323232323235,69.94160353535352,100.0,65.625,23.232323232323235,72.2143308080808
Magariro,magariro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mahila Sarvangeen Utkarsh Mandal, Pune, India",masumpune_87,100.0,75.0,11.11111111111111,71.52777777777777,100.0,75.0,11.11111111111111,71.52777777777777
Mainline,mainline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Makerere University,maksph,100.0,75.0,66.66666666666667,85.41666666666667,100.0,75.0,66.66666666666667,85.41666666666667
Malaria Consortium,malariaconsortium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi-Liverpool Wellcome Programme,mlw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mama Cash,mamac,94.00000000000001,92.85714285714286,51.851851851851855,83.17724867724868,100.0,92.85714285714286,51.851851851851855,86.17724867724868
MAMTA - Health Institute for Mother and Child,mamta_himc,90.0,25.0,44.44444444444444,62.361111111111114,90.0,25.0,44.44444444444444,62.361111111111114
Mango Tree Property Management LTD,mangotree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MannionDaniels,manniondaniels,90.8695652173913,50.0,24.63768115942029,64.09420289855072,100.0,50.0,24.63768115942029,68.65942028985508
MapAction,mapaction,92.5,50.0,25.0,65.0,100.0,50.0,30.555555555555557,70.13888888888889
Marsa Sexual Health Center,marsa_welead,96.66666666666666,100.0,22.22222222222222,78.88888888888889,100.0,100.0,22.22222222222222,80.55555555555556
Mary's Meals,marysmeals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mastercard Foundation,mastercard-foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Foundation,max-foundation,100.0,87.5,38.888888888888886,81.59722222222223,100.0,87.5,38.888888888888886,81.59722222222223
Maxwell Stamp PLC,mstamp,96.66666666666666,8.333333333333332,29.629629629629626,57.82407407407407,100.0,25.0,29.629629629629626,63.657407407407405
McKinsey & Company,mck,95.0,18.75,20.370370370370367,57.280092592592595,97.5,25.0,20.370370370370367,60.092592592592595
McKinsey Development Partners,mdp,90.0,25.0,11.11111111111111,54.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
MDF Global,mdf,100.0,100.0,55.55555555555556,88.88888888888889,100.0,100.0,55.55555555555556,88.88888888888889
MedAccess Guarantee Limited,medaccess,80.0,25.0,22.22222222222222,51.80555555555556,90.0,25.0,22.22222222222222,56.80555555555556
Medair,medair,90.0,50.0,11.11111111111111,60.27777777777778,100.0,50.0,11.11111111111111,65.27777777777777
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,100.0,83.33333333333333,54.21396628826969,84.38682490540074,100.0,83.33333333333333,54.21396628826969,84.38682490540074
Medecins du Monde France,mdm-fr,90.0,25.0,0.0,51.25,100.0,25.0,0.0,56.25
Media Development Investment Fund,mdif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Media Foundation for West Africa,mfwa,100.0,100.0,55.55555555555556,88.88888888888889,100.0,100.0,55.55555555555556,88.88888888888889
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MedicineAfrica Ltd.,medafrica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medicos del Mundo,mdm_spain,90.0,50.0,22.22222222222222,63.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Memisa,memisa,100.0,100.0,43.51851851851852,85.87962962962963,100.0,100.0,43.51851851851852,85.87962962962963
Meningitis Research Foundation,mrf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mensen met een Missie,mm1,92.77777777777779,98.61111111111111,41.9753086419753,81.5354938271605,100.0,98.61111111111111,41.9753086419753,85.1466049382716
Mercy Corps Europe,mce,95.0,54.411764705882355,40.07597340930674,71.12193452879727,100.0,54.411764705882355,40.693257359924026,73.7762555164516
Mercy Corps Global,mcg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mercy Corps Netherlands,mcn,100.0,56.25,52.77777777777778,77.25694444444444,100.0,56.25,52.77777777777778,77.25694444444444
Mercy Ships UK Limited,msuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mercy-USA for Aid and Development,mercy-usa,100.0,50.0,55.55555555555556,76.38888888888889,100.0,50.0,55.55555555555556,76.38888888888889
MICAIA,mic-uk,80.0,37.5,0.0,49.375,90.0,37.5,0.0,54.375
Micaia Foundation,micfound,100.0,62.5,27.77777777777778,72.56944444444444,100.0,62.5,27.77777777777778,72.56944444444444
Micro Insurance Academy,mia_india,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MicroLoan Foundation,mlf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miel Maya Honing asbl,mmha,100.0,100.0,38.888888888888886,84.72222222222223,100.0,100.0,38.888888888888886,84.72222222222223
Mifumi UK,mifumi_uk,100.0,50.0,44.44444444444444,73.61111111111111,100.0,50.0,44.44444444444444,73.61111111111111
Milieudefensie,foenl,100.0,80.88235294117646,36.41456582633053,79.32422969187675,100.0,80.88235294117646,36.41456582633053,79.32422969187675
Millennium Challenge Corporation,millenniumchallenge,95.64950980392157,100.0,33.469498910675384,81.19212962962963,95.64950980392157,100.0,33.469498910675384,81.19212962962963
Millennium Water Alliance Kenya,mwa_kenya,100.0,25.0,55.55555555555556,70.13888888888889,100.0,25.0,55.55555555555556,70.13888888888889
Ministry for Housing Communities and Local Government,mhclg,90.0,50.0,33.333333333333336,65.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ministry of Foreign Affairs of  Japan,mofa-jpn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,80.85375706975492,48.929437112846756,46.08073734925338,64.1794221504025,98.06086722326958,48.929437112846756,46.08073734925338,72.78297722715982
Ministère de l'Economie et des Finances du Bénin,mefbenin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minority Rights Group,mrg,95.0,50.0,11.11111111111111,62.77777777777778,100.0,50.0,11.11111111111111,65.27777777777777
Mission Øst,missioneast,91.81818181818181,70.45454545454545,26.71156004489338,70.2006172839506,91.81818181818181,70.45454545454545,26.71156004489338,70.2006172839506
Mokoro,mko,100.0,75.0,22.22222222222222,74.30555555555556,100.0,75.0,22.22222222222222,74.30555555555556
Mondiaal FNV (Stichting),mondiaalfnv,99.36170212765958,88.29787234042553,41.52876280535855,82.1375098502758,100.0,88.29787234042553,41.765169424743895,82.51576044129236
Montrose International LLP,montrose_llp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mothers2mothers,m2m_sa,80.0,75.0,33.333333333333336,67.08333333333333,90.0,75.0,33.333333333333336,72.08333333333333
Motivation,motivation,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Mott MacDonald Limited,mml,100.0,75.0,44.99999999999999,80.0,100.0,75.0,44.99999999999999,80.0
MSI Reproductive Choices,msi,100.0,100.0,45.37037037037037,86.3425925925926,100.0,100.0,45.37037037037037,86.3425925925926
Mukisa Foundation,mukisa_foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mulanje Mission Hospital,mmh,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Multilateral Investment Fund,fomin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Musalaha Ministry of Reconciliation,mmr_admin2,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
Musawah Global Vision Berhad,musawah,90.0,100.0,33.333333333333336,78.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
Muslim Aid,muslimaid,90.0,50.0,22.22222222222222,63.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
MVO Nederland,mvo_nederland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mwatana for Human Rights,mwatana,100.0,100.0,88.88888888888889,97.22222222222223,100.0,100.0,88.88888888888889,97.22222222222223
Myanmar Trust UK,mtuk,95.0,25.0,22.22222222222222,59.30555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Mzumbe University,m_u,90.0,37.5,22.22222222222222,59.93055555555556,100.0,37.5,22.22222222222222,64.93055555555556
Médecins Sans Vacances,msv,100.0,100.0,40.0,85.0,100.0,100.0,40.0,85.0
Nadji.Bi Sénégal SUARL,sn-ninea-50255162x2,90.0,50.0,11.11111111111111,60.27777777777778,100.0,50.0,11.11111111111111,65.27777777777777
NAGAAD,nagaad,100.0,100.0,33.333333333333336,83.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
Nairobi Climate Network,theclimatenetwork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Namati, Inc",namati_inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
National Coalition of Human Rights Defenders - Kenya,nchrdk,100.0,75.0,66.66666666666667,85.41666666666667,100.0,75.0,66.66666666666667,85.41666666666667
National Democratic Institute for International Affairs,ndi,90.0,0.0,24.444444444444443,51.111111111111114,100.0,0.0,24.444444444444443,56.111111111111114
National Foundation for Educational Research,nfer,90.0,25.0,33.333333333333336,59.583333333333336,100.0,25.0,33.333333333333336,64.58333333333333
National Union of Women With Disabilities of Uganda,nuwodu,100.0,100.0,77.77777777777777,94.44444444444444,100.0,100.0,77.77777777777777,94.44444444444444
Natural Justice,nj_1,100.0,56.25,60.956790123456784,79.3016975308642,100.0,56.25,60.956790123456784,79.3016975308642
Natural Resource Governance Institute (NRGI),nrgi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Natural Resources Institute, University of Greenwich.",nri,90.0,18.863636363636363,25.42087542087542,56.071127946127945,100.0,18.863636363636363,25.42087542087542,61.071127946127945
Nature and Development Foundation,ndf_fgm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NatureFinance,nf2022,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Navrongo Health Research Centre,nhrc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Near East Foundation (NEF USA),nef_usa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Near East Foundation Mali (NEF Mali),nef_mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Near East Foundation UK (NEF UK),nef-uk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neem Foundation,neem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neopenda,neopenda,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Neotree,nt_2024,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Nepal Disabled Human Rights Center,dhrc_nepal,90.0,75.0,11.11111111111111,66.52777777777777,100.0,75.0,11.11111111111111,71.52777777777777
Nepal Netra Jyoti Sangh,nnjs_nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nesta,nesta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands - Ministry of Foreign Affairs,minbuza_nl,100.0,99.91974317817014,47.61243543377067,86.8830446529852,100.0,99.91974317817014,47.61243543377067,86.8830446529852
Netherlands Advisory Board on Impact Investing,thenab,100.0,45.0,40.0,71.25,100.0,45.0,42.22222222222222,71.80555555555556
Netherlands Commission for Environmental Assessment,ncea,100.0,66.66666666666666,24.691358024691358,72.83950617283949,100.0,66.66666666666666,24.691358024691358,72.83950617283949
Netherlands Enterprise Agency (RVO),rvo,93.318345323741,97.13887394027314,51.41629410039807,83.7979646720383,99.97302158273382,97.13887394027314,51.46625413237249,87.13779280952832
Netherlands Food Partnership,nfp,100.0,80.0,55.55555555555556,83.88888888888889,100.0,80.0,55.55555555555556,83.88888888888889
Netherlands Institute for Multiparty Democracy (NIMD),nimd-hq,82.35294117647058,80.14705882352942,40.52287581699347,71.34395424836602,90.58823529411765,80.14705882352942,40.52287581699347,75.46160130718955
Netherlands Organisation for Scientific Research (NWO),nwo,96.66666666666666,66.66666666666666,40.74074074074073,75.18518518518519,100.0,66.66666666666666,40.74074074074073,76.85185185185185
Netherlands Red Cross,nlrc,96.06666666666666,73.39656729900632,42.485596707818935,77.00387433503965,98.26666666666667,73.39656729900632,42.559670781893004,78.12239285355815
Netherlands Space Office,nso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Water Partnership,nwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Network for Africa,network4africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Network For Enterprise Enhancement and Development Support,needs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevadic Limited,nvd_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Digital Trade Coalition Inc.,new_digital_trade_coalition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York University,nyu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme,mfat,100.0,65.10873318492723,45.29491525423729,77.60091210979114,100.0,65.10873318492723,45.29491525423729,77.60091210979114
NGO Federation of Nepal,nfn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),ngo-federatie,100.0,100.0,22.22222222222222,80.55555555555556,100.0,100.0,22.22222222222222,80.55555555555556
Niger Delta Stakeholders Initiative for Community Development and Empowerment,ndsicde,100.0,75.0,44.44444444444444,79.86111111111111,100.0,75.0,44.44444444444444,79.86111111111111
NIRAS A/S,niras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIRAS Group (UK) Limited,niras_uk,97.14285714285714,51.19047619047619,11.11111111111111,64.14682539682539,100.0,51.19047619047619,11.11111111111111,65.57539682539682
NKHOMA MISSION HOSPITAL,nmhiati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLR,nlr,100.0,75.0,0.0,68.75,100.0,75.0,0.0,68.75
NLR Indonesia,nlr_indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Non-Timber Forest Products Exchange Programme,ntfp-ep,100.0,78.57142857142857,33.33333333333333,77.97619047619047,100.0,78.57142857142857,33.33333333333333,77.97619047619047
Nonviolent Peaceforce South Sudan,npss,98.33333333333334,58.33333333333333,43.70370370370371,74.67592592592592,100.0,58.33333333333333,43.70370370370371,75.50925925925925
Norad - Norwegian Agency for Development Cooperation,norad,100.0,99.70341515091424,48.046454731691504,86.93746747065143,100.0,99.70341515091424,48.046454731691504,86.93746747065143
NORSAAC,norsaac,100.0,100.0,44.44444444444444,86.11111111111111,100.0,100.0,44.44444444444444,86.11111111111111
Northern Ireland Cooperation Overseas Ltd,nico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Network for Education Development,nned,92.0,25.0,22.22222222222222,57.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Northern Rangelands Trust,nrt-kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norwegian People's Aid,npa,95.0,75.0,44.44444444444444,77.36111111111111,100.0,75.0,44.44444444444444,79.86111111111111
Norwegian Refugee Council,nrc,98.0,57.22222222222223,33.67521367521367,71.72435897435898,100.0,57.22222222222223,35.15669515669516,73.09472934472934
"NpM, Platform for Inclusive Finance",npm,100.0,33.33333333333333,48.148148148148145,70.37037037037037,100.0,33.33333333333333,48.148148148148145,70.37037037037037
Nuffic,nuffic20171017,90.0,75.0,44.44444444444444,74.86111111111111,90.0,75.0,44.44444444444444,74.86111111111111
Nutrition International,nutritionintl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Obodo Centre for Advocacy and Equal Rights,obodo_ng,90.0,50.0,33.333333333333336,65.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Ocean Risk and Resilience Action Alliance,orraa_inc,90.0,72.05882352941177,29.05982905982906,70.2796631473102,100.0,72.05882352941177,29.05982905982906,75.2796631473102
OCHA Country Based Pooled Funds,unocha-cbpf,99.70558715289394,69.76035743298132,60.83416973346716,82.50142536805909,99.85279357644697,69.76035743298132,60.83416973346716,82.5750285798356
ODI Global,odi,100.0,93.75,39.636752136752136,83.34668803418803,100.0,93.75,39.636752136752136,83.34668803418803
ODI Global Advisory Ltd,odi_sales_ltd,100.0,93.75,33.333333333333336,81.77083333333333,100.0,93.75,33.333333333333336,81.77083333333333
OECD,oecd,100.0,50.0,55.55555555555556,76.38888888888889,100.0,50.0,55.55555555555556,76.38888888888889
Office for National Statistics,ons,100.0,75.0,66.66666666666667,85.41666666666667,100.0,75.0,66.66666666666667,85.41666666666667
Okapi Consulting,okapiconsulting,90.0,0.0,11.11111111111111,47.77777777777778,100.0,0.0,11.11111111111111,52.77777777777778
Olamma Cares Foundation,olammacares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omidyar Network Fund Inc.,omidyarnetwork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Acre Fund,oneacrefund,100.0,25.0,44.44444444444444,67.36111111111111,100.0,25.0,44.44444444444444,67.36111111111111
One to One Children's Fund,onetoonecf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Young World,oyw,90.0,25.0,44.44444444444444,62.361111111111114,100.0,25.0,44.44444444444444,67.36111111111111
ONG ALCRER,alcrer-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Open Capital Advisors,oca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmindedly,openmindedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OpenNorth,opennorth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Opportunity International Savings and Loans Ltd,oisl_gh,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Opportunity International UK,opportunity-international-uk,96.0,55.0,41.111111111111114,72.02777777777777,100.0,55.0,41.111111111111114,74.02777777777777
Options Consultancy Services,options,97.27272727272727,75.0,59.39393939393939,82.23484848484847,100.0,75.0,59.39393939393939,83.59848484848484
Orbis Africa,orbis_africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orbis Charitable Trust,orbis_uk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orbis Ethiopia,orbis_ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orbis International,orbis_international,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Organizacion para la Educacion y Proteccion Ambiental -OpEPA-,opepa,80.0,50.0,22.22222222222222,58.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
OurLoop Stitchting,loop,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Outreach Egypt,outreach_egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxfam America,oxfamus,90.02493765586034,47.43589743589744,14.921780986762936,60.60188843359526,100.0,47.43589743589744,14.921780986762936,65.58941960566509
Oxfam Australia,oau,90.1086956521739,74.45652173913044,27.853083262290426,70.63174907644216,100.0,74.45652173913044,27.853083262290426,75.57740125035522
Oxfam GB,oxfamgb,90.0,94.57964601769912,14.896755162241886,72.36910029498526,100.0,94.57964601769912,14.896755162241886,77.36910029498526
Oxfam IBIS,ibis_denmark,99.64285714285714,70.10714285714286,30.291005291005295,74.92096560846561,100.0,70.10714285714286,30.291005291005295,75.09953703703705
