Publisher Name,Publisher Registry Id,Contacts (with valid data),Location Details (with valid data),Geographic Coordinates (with valid data),DAC Sectors (with valid data),Capital Spend (with valid data),Activity Documents (with valid data),Aid Type (with valid data),Recipient Language (with valid data),Result/ Indicator (with valid data),Average (with valid data),Contacts (with any data),Location Details (with any data),Geographic Coordinates (with any data),DAC Sectors (with any data),Capital Spend (with any data),Activity Documents (with any data),Aid Type (with any data),Recipient Language (with any data),Result/ Indicator (with any data),Average (with any data)
Fairfood International,fairfood,100,0,0,100,0,0,100,100,100,56,100,0,0,100,0,0,100,100,100,56
Fairtrade Belgium,fairtrade_be,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Fairtrade Labelling Organizations International e.V.,fairtrade_international,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Faith to Action Network,f2a,56,0,0,100,0,0,11,43,89,33,56,0,0,100,0,0,11,43,89,33
Family Aids Caring Trust,fact,100,0,0,100,0,100,100,100,0,56,100,0,0,100,0,100,100,100,0,56
Family Counseling and Development Foundation,fcdf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Family Guidance Association of Ethiopia,fgae_ethiopia,100,40,0,100,0,0,0,0,40,31,100,40,0,100,0,0,0,0,40,31
Family Life Education Program,flepuganda,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Farm Africa,fa,100,0,0,0,0,100,100,0,0,33,100,0,0,100,0,100,100,0,0,44
Farm Concern International,fci,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Fauna & Flora International,ffi_publisher,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Federation of Women Lawyers Kenya,fida,100,100,100,100,0,0,100,100,100,78,100,100,100,100,0,0,100,100,100,78
Feed the Minds,ftm-291333,100,0,0,100,0,100,100,100,0,56,100,0,0,100,0,100,100,100,0,56
FHI360,fhi360,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Fiabel,fiabel,100,60,60,100,0,20,100,100,60,67,100,60,60,100,0,20,100,100,60,67
FIAN Belgium,fian-belgium,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
"Field Ready, USA",field_ready,100,0,0,100,0,0,0,100,100,44,100,0,0,100,0,0,0,100,100,44
Fiftyfifty,fiftyfifty-lb,0,0,0,100,0,100,0,0,0,22,0,0,0,100,0,100,0,0,0,22
Fight Hunger Foundation,fhf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Financial Sector Deepening Trust (Kenya),fsdk,0,0,0,0,0,0,0,100,0,11,0,0,0,0,0,0,0,100,0,11
Financial Sector Deepening Uganda,fsduganda,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Find Your Feet,fyf,100,0,0,100,0,100,100,67,0,52,100,0,0,100,0,100,100,67,0,52
Finland - Ministry for Foreign Affairs,finland_mfa,0,1,0,100,84,0,86,33,0,34,0,1,0,100,84,0,86,33,0,34
Finn Church Aid (Kirkon Ulkomaanapu sr),fca,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
FMO,fmo,100,0,0,99,0,0,100,43,0,38,100,0,0,99,0,0,100,43,0,38
FONCABA ASBL KBA VZW,foncaba,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Fondation Hirondelle,fh_ch,100,0,0,100,0,100,100,0,0,44,100,0,0,100,0,100,100,0,0,44
Fondo Centroamericano de Mujeres,fcam,67,0,0,100,0,33,100,-,33,37,67,0,0,100,0,33,100,-,33,37
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Food and Agriculture Organization of the United Nations (FAO),fao,100,0,0,97,0,0,100,50,0,39,100,0,0,97,0,0,100,50,0,39
Food for the Hungry UK,fh,100,0,0,100,0,100,100,100,0,56,100,0,0,100,0,100,100,100,0,56
Forest Trends Association,forest-trends,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Forests Monitor,fm,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),iza,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
Forum for Africa Women Educationalist Regional Secretariat,fawe-rs,93,47,47,100,0,47,47,64,47,55,93,47,47,100,0,47,47,64,47,55
forum for women in democracy,fowode,100,100,100,100,0,0,100,100,100,78,100,100,100,100,0,0,100,100,100,78
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Foundation for Social Improvement,the_fsi,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
France - Ministry for Europe and Foreign Affairs,france,0,63,63,100,0,0,100,53,0,42,0,63,63,100,0,0,100,53,0,42
FRANK Water,frankwater,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Free a Girl,freeagirl,100,0,0,100,0,0,100,25,75,44,100,0,0,100,0,0,100,25,75,44
Free Press Unlimited,free_press_unlimited,100,0,0,100,0,0,100,0,0,33,100,0,0,100,0,0,100,0,0,33
Freedom Forum,ff,0,0,0,50,0,0,0,0,0,6,0,0,0,50,0,0,0,0,0,6
Friends of Kipkelion,kipkelion,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Friends of Publish What You Fund,friendsofpwyf,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
"Friends of the Earth England, Wales and Northern Ireland",foe_ewni,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Friends of the Earth International,foei,0,0,0,100,0,0,100,-,100,33,0,0,0,100,0,0,100,-,100,33
Friends of the Earth-Ghana,foe-ghana,100,100,0,100,0,0,100,100,0,56,100,100,0,100,0,0,100,100,0,56
Frontline AIDS,f-aids,93,0,0,100,0,7,100,44,100,49,93,0,0,100,0,7,100,44,100,49
FSD Africa,fsdafrica,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Fundacion Acceso,fundacion-acceso,100,0,0,0,0,100,100,-,100,44,100,0,0,0,0,100,100,-,100,44
Fundación Avina,fundacionavina,0,0,0,100,0,0,0,0,25,14,0,0,0,100,0,0,0,0,25,14
Fundación Fondo Mujeres del Sur,fms,0,0,0,100,0,100,0,-,100,33,0,0,0,100,0,100,0,-,100,33
Fundación Gaia Amazonas,gaia,0,0,0,100,0,0,100,0,0,22,0,0,0,100,0,0,100,0,0,22
Fundación Oriéntame,orientame,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),fipag,100,0,0,100,0,100,0,100,100,56,100,0,0,100,0,100,0,100,100,56
GALZ,galz,0,0,0,100,0,0,100,100,67,41,0,0,0,100,0,0,100,100,67,41
"Gavi, the vaccine alliance",gavi,100,100,100,100,100,100,100,67,79,94,100,100,100,100,100,100,100,67,79,94
GEF Secretariat,gef,100,0,0,0,0,30,100,-,0,26,100,0,0,0,0,30,100,-,0,26
GEMS Education Solutions,mgcubed,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Gender at Work,genderatwork,100,25,0,100,0,0,100,100,75,56,100,25,0,100,0,0,100,100,75,56
Gender Equality Network,gen,100,0,0,100,0,0,100,-,100,44,100,0,0,100,0,0,100,-,100,44
Gender Links,gl,58,0,0,33,0,8,83,-,0,20,58,0,0,33,0,8,83,-,0,20
Geneva International Centre for Humanitarian Demining,gichd,37,0,0,95,0,0,0,0,95,25,37,0,0,95,0,0,0,0,95,25
GEOMOUN ASBL,geomoun,100,100,100,100,0,0,100,67,100,74,100,100,100,100,0,0,100,67,100,74
Germany - Federal Foreign Office,fo_germany,100,100,0,99,0,0,100,18,0,46,100,100,0,100,0,0,100,18,0,46
Germany - Ministry for Economic Cooperation and Development,bmz,100,74,74,100,0,35,44,35,0,51,100,74,74,100,0,63,44,35,0,54
Germany GIZ Non BMZ,giz,100,0,0,100,0,100,100,28,0,48,100,0,0,100,0,100,100,28,0,48
Girls Not Brides: The Global Partnership to End Child Marriage,girlsnotbrides,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Girls’ Education Challenge – Fund Manager PwC,gecfundmanagerpwc,100,0,0,100,0,100,100,-,0,44,100,0,0,100,0,100,100,-,0,44
Giro555 (Stichting Samenwerkende Hulporganisaties),giro555,0,0,0,100,0,0,100,0,0,22,0,0,0,100,0,0,100,0,0,22
GiveDirectly,givedirectly,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Global Action Nepal,gan,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Global Alliance for Livestock Veterinary Medicines,galvmed,0,0,0,100,0,100,0,-,0,22,0,0,0,100,0,100,0,-,0,22
Global Alliance for TB Drug Development,tb-a,100,0,0,0,0,100,0,-,0,22,100,0,0,0,0,100,0,-,0,22
Global Anaesthesia Development Partnerships,gadp,0,0,0,0,0,0,100,100,0,22,0,0,0,0,0,0,100,100,0,22
Global Antibiotic Research and Development Partnership,gardp,100,0,0,100,0,0,11,-,0,23,100,0,0,100,0,0,11,-,0,23
Global Canopy,globalcanopy,100,0,0,100,0,0,100,100,100,56,100,0,0,100,0,0,100,100,100,56
Global Disability Innovation Hub,gdihub,100,0,0,0,0,0,100,-,100,33,100,0,0,0,0,0,100,-,100,33
Global Focus,globaltfokus,100,0,0,40,0,0,100,-,0,27,100,0,0,40,0,0,100,-,0,27
Global Fund for Community Foundations,gfcf,100,0,0,100,0,0,0,-,100,33,100,0,0,100,0,0,0,-,100,33
Global Fund to End Modern Slavery,gfems,0,0,0,100,0,0,0,40,0,16,0,0,0,100,0,0,0,40,0,16
Global Green Growth Institute (GGGI),gggi,100,40,38,100,0,26,100,38,98,60,100,40,39,100,0,26,100,38,98,60
Global Impact Investing Network,giin,100,0,0,100,0,0,100,100,50,50,100,0,0,100,0,0,100,100,50,50
Global Innovation Fund,gif,0,0,0,100,0,17,0,83,0,22,0,0,0,100,0,17,0,83,0,22
Global Network of People Living with HIV (GNP+),gnpplus,0,0,0,100,0,0,20,38,10,19,0,0,0,100,0,0,20,38,10,19
Global Network of Sex Work Projects (NSWP),nswp,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Global Partnership for Education,gpe,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Global Rights Compliance,grc2018,43,0,0,100,0,3,100,13,0,29,43,0,0,100,0,3,100,13,0,29
Global Water Partnership,gwp,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Global Witness,globalwitness,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
GlobalGiving.org,globalgiving,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
GOAL,goal,33,0,0,100,0,33,100,100,0,41,33,0,0,100,0,33,100,100,0,41
GOGLA - Global Off-Grid Lighting Association,gogla,0,0,0,100,0,50,0,0,0,17,0,0,0,100,0,50,0,0,0,17
GoodWeave International,goodweave_intl,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Goree Institute,gorin,100,0,0,100,0,0,100,0,100,44,100,0,0,100,0,0,100,0,100,44
GPPAC Foundation,gppac,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Grand Challenges Canada,hgc,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
Greater Virunga Transboundary Collaboration,gvtc,100,0,0,100,0,0,100,-,100,44,100,0,0,100,0,0,100,-,100,44
Ground Truth Solutions,ground-truth-solutions,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Groupe Pivot Santé Population,gpsp-org,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Grow Asia,growasia,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Grow Movement,growmovement_admin,0,0,0,50,0,0,100,100,0,28,0,0,0,100,0,0,100,100,0,33
GSMA Foundation,gsma_foundation,0,0,0,100,0,0,100,0,0,22,0,0,0,100,0,0,100,0,0,22
Gulu University,guluuni,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Guttmacher Institute,guttmacher,100,0,0,100,0,100,100,-,0,44,100,0,0,100,0,100,100,-,0,44
Hagar International UK,hagar_uk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Haiti Hospital Appeal,hha,100,100,100,100,0,100,0,0,0,56,100,100,100,100,0,100,0,0,0,56
Hand in Hand International,handinhand,100,0,0,0,0,0,0,0,0,11,100,0,0,0,0,0,0,0,0,11
Handicap International Belgique,hib,100,100,100,100,0,0,100,67,100,74,100,100,100,100,0,0,100,67,100,74
Handicap International Federation,hi_fed,75,0,0,100,0,25,75,12,25,35,75,0,0,100,0,25,75,12,25,35
Handicap International UK,hiuk,74,26,26,96,0,30,100,52,13,46,74,26,26,96,0,30,100,52,13,46
Health Development Initiative,hdi,100,0,0,100,0,0,100,100,100,56,100,0,0,100,0,0,100,100,100,56
Health Insurance Fund,hif,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Health Poverty Action,hpa,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
HealthNet TPO,healthnet,0,0,0,100,0,0,0,50,100,28,0,0,0,100,0,0,0,50,100,28
HealthProm,hp_12,100,0,0,100,0,100,100,0,0,44,100,0,0,100,0,100,100,0,0,44
Healthright International-Kenya,hri,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Healthy Entrepreneurs Foundation,hefoundation,0,0,0,100,0,0,0,0,100,22,0,0,0,100,0,0,0,0,100,22
Heartland Alliance International,ha-i,0,0,0,0,0,100,0,100,100,33,0,0,0,0,0,100,0,100,100,33
Heifer International South Africa,hsa,0,0,0,0,0,0,0,100,100,22,0,0,0,100,0,0,0,100,100,33
Heifer Nederland,heifernederland,100,100,100,100,0,33,100,67,22,69,100,100,100,100,0,33,100,67,22,69
HelpAge International,helpage_international,100,0,0,100,0,0,100,17,0,35,100,0,0,100,0,0,100,17,0,35
HelpAge International UK,ageintl,100,0,0,100,3,5,89,18,0,35,100,0,0,100,3,5,89,18,0,35
Helvetas Swiss Intercooperation,hsi,0,0,0,100,0,100,100,0,100,44,0,0,0,100,0,100,100,0,100,44
Higher Population Council,hpc,100,0,0,100,0,0,0,0,100,33,100,0,0,100,0,0,0,0,100,33
HiiL innovating Justice,hiil_mfa,29,0,0,100,0,0,29,14,100,30,29,0,0,100,0,0,29,14,100,30
Hilfswerk Austria Zimbabwe,hwa-zm,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Hivos,stichting_hivos,100,29,0,100,0,57,100,-,100,54,100,29,0,100,0,57,100,-,100,54
HM Treasury,hmtfitb,0,0,0,100,0,33,0,-,0,15,0,0,0,100,0,33,0,-,0,15
Homeless International,hi,0,0,0,29,0,0,100,0,0,14,0,0,0,29,0,0,100,0,0,14
Hope and Homes for Children,hhc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Hope for Children,hfc,0,0,0,0,0,0,0,100,0,11,0,0,0,0,0,0,0,100,0,11
Horizons for Green Development,horizons,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Hospice Africa Ltd,hauk,100,0,0,100,0,0,100,100,0,44,100,0,0,100,0,0,100,100,0,44
HTSPE,htspe,0,0,0,0,0,0,100,100,0,22,0,0,0,100,0,0,100,100,0,33
Huairou Commission,hc2022,0,0,0,100,0,0,0,75,80,28,0,0,0,100,0,0,0,75,80,28
Human Relief Foundation,hrf,100,100,100,0,0,0,100,0,0,44,100,100,100,0,0,0,100,0,0,44
Humanitarian Quality Assurance Initiative,hqai,0,0,0,100,0,100,0,0,0,22,0,0,0,100,0,100,0,0,0,22
I Choose Life Africa,ke-ngc-3372,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Ibrahimia Media Center,imc-2021,100,100,100,100,0,0,0,0,100,56,100,100,100,100,0,0,0,0,100,56
ICA:UK,icauk,100,100,50,100,0,0,100,0,0,50,100,100,50,100,0,0,100,0,0,50
ICCO Cooperation,icco-cooperation,0,86,86,46,0,64,100,28,68,53,0,86,86,46,0,64,100,28,68,53
ICF Consulting Services Ltd,icf,50,50,50,100,0,50,50,100,0,50,50,50,50,100,0,50,50,100,0,50
ICS,ics,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
IDB Invest,idbinvest,100,0,0,0,0,0,100,-,0,22,100,0,0,0,0,0,100,-,0,22
iDE,ide,0,0,0,100,0,100,0,0,0,22,0,0,0,100,0,100,0,0,0,22
IDEO.org,ideo_org,0,0,0,100,0,100,0,-,0,22,0,0,0,100,0,100,0,-,0,22
IDH Investment Management B.V.,idh_im,100,0,0,100,0,0,0,-,0,22,100,0,0,100,0,0,0,-,0,22
"IDH, the Sustainable Trade Initiative",idh,100,0,0,100,0,10,100,42,73,47,100,0,0,100,0,10,100,42,73,47
IDinsight,idinsight,100,0,0,100,0,0,100,-,0,33,100,0,0,100,0,0,100,-,0,33
IDOM INGENIERIA,idom_mx,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
IFOAM - Organics International,ifoam,0,0,0,100,0,24,0,86,0,23,0,0,0,100,0,24,0,86,0,23
IHE Delft Institute for Water Education,ihedelft,67,0,0,100,0,0,67,-,67,33,67,0,0,100,0,0,67,-,67,33
Iles de Paix,idp,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
ILGA Asia,ilgaasia,0,0,0,100,0,0,100,-,50,28,0,0,0,100,0,0,100,-,50,28
IMA World Health,us-imawh,100,0,0,100,0,100,100,0,100,56,100,0,0,100,0,100,100,0,100,56
IMC WORLDWIDE,imcw_admin,65,0,0,96,0,61,100,67,0,43,65,0,0,99,0,61,100,67,0,44
IMD Moçambique,imdmozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMPACT Initiatives,impact_initiatives,0,0,0,100,0,0,100,67,0,30,0,0,0,100,0,0,100,67,0,30
"Imperial College of Science, Technology and Medicine",imperial,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Impunity Watch,iw_admin,0,0,0,100,0,100,100,-,100,44,0,0,0,100,0,100,100,-,100,44
Index Initiative Foundation,iif,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Indigo Trust,indtrust,100,0,0,100,0,0,100,92,0,44,100,0,0,100,0,0,100,92,0,44
inHive,inhive,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Iniciativa Climatica de Mexico,icm_mx,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Initiative Sankofa d'Afrique de l'Ouest,isdao,0,0,0,100,0,0,100,50,75,36,0,0,0,100,0,0,100,50,75,36
Innovate UK KTN,ktn,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0
Instiglio,instiglio,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Institut de Formation Syndical International - Internationaal Syndicaal Vormingsinstituut,ifsi_isvi,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
"Institut National de l'Eau, Benin",ine_benin,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Institute for International Workers Education,iiwe,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Institute for Policy Research and Advocacy (ELSAM),elsam,0,0,0,100,0,100,0,-,0,22,0,0,0,100,0,100,0,-,0,22
Institute for Security Studies,issafrica,100,0,0,100,0,0,100,0,100,44,100,0,0,100,0,0,100,0,100,44
Institute for War & Peace Reporting,iwpr,0,0,0,100,0,0,0,17,0,13,0,0,0,100,0,0,0,17,0,13
Institute of Development Studies,ids,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Institute of Tropical Medicine,itm,83,83,83,100,0,6,100,33,83,63,83,83,83,100,0,6,100,33,83,63
Instituto BVRio,bvrio,100,0,0,100,0,0,0,-,0,22,100,0,0,100,0,0,0,-,0,22
Integrity Action,integrity_action,0,0,0,0,0,0,5,0,0,1,0,0,0,95,0,0,5,0,0,11
Integrity Research and Consultancy Ltd,integrity,0,0,0,100,0,0,0,33,0,15,0,0,0,100,0,0,0,33,0,15
Inter-American Development Bank,iadb,100,100,100,100,100,100,100,82,92,97,100,100,100,100,100,100,100,82,92,97
Interact Worldwide,iww_publish,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
InterAction,interaction,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
InterAction's NGO Aid Map,ia_nam,90,80,80,0,0,88,0,51,71,51,90,80,80,0,0,88,0,51,71,51
interburns,interburns,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
InterClimate Network,icn,0,0,0,100,0,100,100,0,0,33,0,0,0,100,0,100,100,0,0,33
International Aids Vaccine Initiative (IAVI),iavi,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
International Alert,international-alert,74,0,0,78,0,2,78,37,1,30,74,0,0,78,0,2,78,37,1,30
International Bureau of Fiscal Documentation (IBFD),ibfd,100,81,19,100,0,0,100,36,38,53,100,81,19,100,0,0,100,36,38,53
International Campaign Women´s Right to Safe Abortion,icwrsa,0,0,0,50,0,0,50,100,0,22,0,0,0,50,0,0,50,100,0,22
International Center for Not-for-Profit Law,icnl_org,100,0,0,100,0,100,100,-,0,44,100,0,0,100,0,100,100,-,0,44
International Center for Transitional Justice,ictj,0,0,0,100,0,50,25,29,50,28,0,0,0,100,0,50,25,29,50,28
International Centre for Antimicrobial Resistance Solutions,icars,100,0,0,100,0,0,0,0,0,22,100,0,0,100,0,0,0,0,0,22
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",icddrb,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
International Centre for Migration Policy Development,icmpd,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
International Centre of Insect Physiology and Ecology (icipe),icipe,100,100,100,100,0,0,0,100,0,56,100,100,100,100,0,0,0,100,0,56
International Child Development Initiatives,icdi,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
International Climate Initiative / BMU - IKI Secretariat,bmu_iki,100,0,0,100,0,0,100,-,0,33,100,0,0,100,0,0,100,-,0,33
International Committee of the Red Cross (ICRC),icrc,100,86,86,0,100,0,100,0,0,52,100,86,86,0,100,0,100,0,0,52
International Council of Voluntary Agencies,icva,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
International Crisis Group,crisisgroup,0,0,0,100,0,100,0,-,100,33,0,0,0,100,0,100,0,-,100,33
International Development Law Organization (IDLO),idlo,0,0,0,100,0,87,97,24,4,35,0,0,0,100,0,87,97,24,4,35
INTERNATIONAL DISABILITY ALLIANCE,ida,100,0,0,100,0,0,100,-,0,33,100,0,0,100,0,0,100,-,0,33
International Federation of Accountants,ifac,0,0,0,100,0,0,0,80,0,20,0,0,0,100,0,0,0,80,0,20
International Federation of the Red Cross and Red Crescent (IFRC),ifrcrcs,100,0,0,100,0,82,100,0,0,42,100,0,0,100,0,82,100,0,0,42
International Fertilizer Development Center,ifdc-us,0,0,0,88,0,88,88,50,88,45,0,0,0,88,0,88,88,50,88,45
International Finance Corporation,ifcwbg,100,100,100,0,0,100,100,0,10,57,100,100,100,0,0,100,100,0,10,57
International Food Policy Research Institute,ifpri,0,0,0,100,0,100,0,100,0,33,0,0,0,100,0,100,0,100,0,33
International Fund for Agricultural Development (IFAD),ifad,96,100,100,100,0,100,100,30,0,70,96,100,100,100,0,100,100,30,0,70
International IDEA,idea,0,0,0,100,0,0,0,15,0,13,0,0,0,100,0,0,0,15,0,13
International Indigenous Women Forum,fimi_iiwf_2019,60,0,0,100,0,20,20,-,20,24,60,0,0,100,0,20,20,-,20,24
International Initiative for Impact Evaluation,3ie,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
International Institute for Environment and Development,iied,100,0,0,100,0,50,0,100,0,39,100,0,0,100,0,62,0,100,0,40
International Labour Organization (ILO),ilo,100,57,0,100,0,84,100,4,0,49,100,57,0,100,0,84,100,4,0,49
International Media Support,ims,0,0,0,100,0,0,33,0,0,15,0,0,0,100,0,0,33,0,0,15
International Medical Corps UK,imc_uk,25,0,0,75,0,0,100,33,25,29,25,0,0,75,0,0,100,33,25,29
International Monetary Fund,imf,0,0,0,100,0,0,0,32,0,15,0,0,0,100,0,0,0,32,0,15
International Network for Advancing Science and Policy,inasp,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
International Network for Bamboo and Rattan (INBAR),inbar,41,0,0,68,0,0,49,33,44,26,41,0,0,68,0,0,49,33,44,26
International Network of People who Use Drugs (INPUD),inpud_admin,12,0,0,100,0,0,100,57,100,41,12,0,0,100,0,0,100,57,100,41
International NGO Safety Orgnisation,inso,100,0,0,100,0,0,0,0,0,22,100,0,0,100,0,0,0,0,0,22
International Organization for Migration (IOM),iom,94,97,86,100,100,30,100,21,0,70,94,97,86,100,100,30,100,21,0,70
International Planned Parenthood Federation,ippf,95,0,0,100,0,5,100,80,0,42,95,0,0,100,0,5,100,80,0,42
International Potato Center,cip,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
International Primary Care Respiratory Group,ipcrg,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
International Procurement Agency,ipa,75,0,0,75,0,25,100,62,0,37,75,0,0,88,0,25,100,62,0,39
International Rescue Committee UK,irc_uk,74,0,0,100,0,71,76,41,0,40,74,0,0,100,0,71,76,41,0,40
International Service,unais,0,0,0,100,0,0,0,75,0,19,0,0,0,100,0,0,0,75,0,19
International Trade Centre (ITC),itc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
International Treatment Preparedness Coalition (ITPC),itpc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
International Union for Conservation of Nature and Natural Resources,iucn,100,0,0,100,0,0,0,100,100,44,100,0,0,100,0,0,0,100,100,44
International Women's Development Agency,iwda,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
International Women's Rights Action Watch Asia Pacific,iwrawasiapacific,0,0,0,100,0,0,100,0,83,31,0,0,0,100,0,0,100,0,83,31
International Youth Alliance for Family Planning,iyafp,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Internews Europe,ieu,100,0,0,100,0,33,100,25,17,42,100,0,0,100,0,33,100,25,17,42
Interpeace,interpeace,100,0,0,100,100,10,100,25,0,48,100,0,0,100,100,10,100,25,0,48
INTERSOS Onlus,intersos_main,100,50,0,100,0,0,100,0,100,50,100,50,0,100,0,0,100,0,100,50
INTOSAI Development Initiative,idi,100,0,0,100,0,0,100,-,0,33,100,0,0,100,0,0,100,-,0,33
INTRAC,intrac,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
